"t_id","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name","cov.SRR3396381","FPKM.SRR3396381","cov.SRR3396382","FPKM.SRR3396382","cov.SRR3396384","FPKM.SRR3396384","cov.SRR3396385","FPKM.SRR3396385","cov.SRR3396386","FPKM.SRR3396386","cov.SRR3396387","FPKM.SRR3396387"
622,"II","-",748061,749371,"YBR273C",1,1311,"MSTRG.560","UBX7",114.185356,72.762184,142.364609,79.592407,150.818466,79.976822,118.437836,66.986862,133.514877,69.099884,121.142639,64.900787
623,"II","+",749594,751177,"YBR274W",1,1584,"MSTRG.561","CHK1",46.15152,29.409073,58.034092,32.445374,55.253792,29.300276,49.114269,27.778376,58.484844,30.268507,54.556187,29.227856
624,"II","-",751356,757106,"YBR275C",1,5751,"MSTRG.562","RIF1",16.696749,10.639647,18.064684,10.099502,19.694662,10.44379,21.372108,12.08778,26.865065,13.903865,24.575726,13.166164
625,"II","-",757620,760043,"YBR276C",1,2424,"MSTRG.563","PPS1",57.094883,36.382496,61.880775,34.595955,67.160889,35.614433,67.731438,38.307999,77.597771,40.160297,71.903877,38.521683
626,"II","-",760215,760616,"YBR277C",1,402,"MSTRG.564","YBR277C",19.010767,12.114206,32.959972,18.427076,34.569508,18.331703,13.322981,7.535301,38.74221,20.050816,14.163302,7.587828
627,"II","+",760294,760899,"YBR278W",1,606,"MSTRG.565","DPB3",78.154984,49.802597,83.58725,46.731491,87.97274,46.650654,106.359772,60.15567,93.445999,48.362457,95.484116,51.154526
628,"II","+",761257,762594,"YBR279W",1,1338,"MSTRG.566","PAF1",177.63826,113.196198,193.3423,108.092735,214.77803,113.893646,186.366211,105.406242,186.443192,96.492638,187.723465,100.570702
629,"II","-",762784,764697,"YBR280C",1,1914,"MSTRG.567","SAF1",44.600838,28.420933,51.701672,28.905079,47.766457,25.329853,36.173458,20.459227,33.995296,17.594078,43.084641,23.082104
630,"II","-",764970,767606,"YBR281C",1,2637,"MSTRG.568","DUG2",29.866894,19.032042,34.124004,19.077858,36.88813,19.561234,35.769436,20.230715,42.142208,21.810467,41.759956,22.372421
631,"II","+",768240,768680,"YBR282W",1,441,"MSTRG.569","MRPL27",208.138321,132.631714,258.170074,144.336273,255.265305,135.363449,233.303833,131.953537,250.773254,129.786316,243.848068,130.638824
632,"II","-",768943,770415,"YBR283C",1,1473,"MSTRG.570","SSH1",358.215851,228.265411,394.294647,220.440048,402.483368,213.43103,435.38562,246.248306,497.349609,257.400543,467.090973,250.238663
633,"II","+",771239,773632,"YBR284W",1,2394,"MSTRG.571","YBR284W",17.038012,10.857109,17.864662,9.987676,16.34503,8.667529,10.932331,6.183181,13.189223,6.82601,13.062239,6.997945
634,"II","+",773922,774356,"YBR285W",1,435,"MSTRG.572","YBR285W",103.767815,66.123833,148.218384,82.865105,149.052872,79.04055,99.37471,56.205009,84.701149,43.836613,95.696548,51.268337
635,"II","+",774700,776313,"YBR286W",1,1614,"MSTRG.573","APE3",1556.647461,991.94043,1912.405151,1069.176758,1987.185303,1053.775269,1403.497559,793.799561,1437.820312,744.135925,1556.399048,833.822998
636,"II","-",775309,775547,"MSTRG.574.1",2,200,"MSTRG.574",".",0,0,0,0,0,0,12.195048,6.897357,0,0,0,0
637,"II","+",776571,777854,"YBR287W",1,1284,"MSTRG.577","YBR287W",192.638626,122.75486,208.661987,116.657578,212.834091,112.862801,194.863708,110.212318,208.392517,107.852394,210.360596,112.698288
638,"II","-",778012,779463,"YBR288C",1,1452,"MSTRG.578","APM3",67.559914,43.051117,76.266525,42.638664,80.311295,42.587902,72.01033,40.728085,79.677689,41.236744,74.513084,39.919533
639,"II","+",779667,782384,"YBR289W",1,2718,"MSTRG.579","SNF5",34.860558,22.214146,34.311993,19.182957,37.676968,19.979542,34.433773,19.475283,39.050037,20.210133,36.276672,19.434813
640,"II","+",782591,783556,"YBR290W",1,966,"MSTRG.580","BSD2",150.127335,95.665443,185.355072,103.627274,179.635605,95.258125,152.5,86.251961,182.380951,94.390251,177.652161,95.175117
641,"II","-",783673,784572,"YBR291C",1,900,"MSTRG.581","CTP1",148.063339,94.350204,175.757782,98.261681,245.888885,130.391281,132.114441,74.722168,130.906662,67.750015,130.084442,69.691261
642,"II","-",784702,785073,"YBR292C",1,372,"MSTRG.582","YBR292C",3.645161,2.322801,5.744624,3.211672,5.887097,3.121841,4.209677,2.380937,5.502688,2.847886,8.244623,4.416963
643,"II","+",787006,788430,"YBR293W",1,1425,"MSTRG.575","VBA2",44.769123,28.52817,54.228767,30.317915,57.511574,30.497545,58.066666,32.841732,64.153687,33.202385,56.810528,30.435593
644,"II","+",789235,791814,"YBR294W",1,2580,"MSTRG.576","SUL1",25.589148,16.306139,29.265503,16.361593,30.750772,16.306684,23.374031,13.22004,27.38217,14.171491,27.984886,14.992583
645,"II","+",792849,796499,"YBR295W",1,3651,"MSTRG.583","PCA1",16.916187,10.77948,17.075596,9.546529,15.25719,8.090664,14.878938,8.415329,19.312792,9.995229,16.066282,8.607327
646,"II","-",796798,798522,"YBR296C",1,1725,"MSTRG.584","PHO89",1100.253906,701.113342,1067.699707,596.923584,1248.522339,662.07312,830.662048,469.811371,1023.427856,529.669434,823.636536,441.253876
647,"II","-",800123,800242,"YBR296C-A",1,120,"MSTRG.585","YBR296C-A",25.883333,16.493603,22.966667,12.840075,26.183332,13.884637,23.833334,13.479815,31.258333,16.177578,24.475002,13.112204
648,"II","+",800523,801929,"YBR297W",1,1407,"MSTRG.586","MAL33",27.087418,17.26088,28.479744,15.922296,29.985077,15.900647,20.631485,11.668893,22.245913,11.513249,21.620468,11.582919
649,"II","-",802631,804475,"YBR298C",1,1845,"MSTRG.587","MAL31",44.494305,28.353046,43.915447,24.552002,42.207047,22.381779,29.093225,16.454741,36.86504,19.079298,44.865582,24.036222
650,"II","-",805035,805256,"YBR298C-A",1,222,"MSTRG.590","YBR298C-A",0.184685,0.117687,0.072072,0.040294,3.81982,2.025594,0.810811,0.458584,0.72973,0.377668,0,0
651,"II","+",805351,807105,"YBR299W",1,1755,"MSTRG.591","MAL32",6.291738,4.009276,8.311681,4.646848,6.549003,3.47284,5.048148,2.855165,8.612821,4.457518,7.250143,3.884181
652,"II","-",807231,808376,"MSTRG.592.1",1,1146,"MSTRG.592",".",17.640053,11.240747,15.307156,8.557838,19.196335,10.179535,12.333333,6.975569,16.407505,8.491613,17.079844,9.150331
653,"II","-",808600,809097,"YBR300C",1,498,"MSTRG.593","YBR300C",3.23996,2.064595,2.639558,1.475709,4.151607,2.201536,2.400602,1.357749,2.521084,1.304773,1.930723,1.034363
654,"II","+",809057,809419,"YBR301W",1,363,"MSTRG.594","PAU24",2.634298,1.67865,3.604683,2.015286,2.907713,1.541918,2.467631,1.395659,1.80854,0.936,1.800275,0.964477
655,"II","-",809506,810161,"MSTRG.595.1",1,656,"MSTRG.595",".",3.222561,2.053508,4.567613,2.553635,3.821647,2.026563,4.211432,2.38193,3.237805,1.675708,0.615854,0.329937
656,"II","-",810340,811479,"YBR302C",1,1140,"MSTRG.596","COS2",133.551117,85.102608,167.817703,93.822586,165.54303,87.785042,127.430634,72.073067,125.566444,64.986221,142.199249,76.181625
657,"III","+",1392,2135,"YCL076W",1,744,"YCL076W","YCL076W",0,0,0,0,0,0,0,0,0,0,0,0
658,"III","+",2126,2566,"YCL075W",1,441,"YCL075W","YCL075W",0,0,0,0,0,0,0,0,0,0,0,0
659,"III","+",2824,3750,"YCL074W",1,927,"YCL074W","YCL074W",0,0,0,0,0,0,0,0,0,0,0,0
660,"III",".",4749,5251,"MSTRG.588.1",1,503,"MSTRG.588",".",0,0,1.73658,0.970877,0,0,0,0,0,0,4.869781,2.60893
661,"III","-",6479,8326,"YCL073C",1,1848,"YCL073C","GEX1",1,0.637229,0.979708,0.54773,1.240801,0.657979,1.379329,0.78013,1.219697,0.631247,1.22105,0.654164
662,"III","+",9706,11082,"YCL069W",1,1377,"MSTRG.589","VBA3",4.054466,2.583622,2.854394,1.595819,3.692084,1.957858,3.596587,2.034182,3.584967,1.85538,4.14597,2.221156
663,"III","-",11503,12285,"YCL068C",1,783,"MSTRG.597","YCL068C",4.994512,3.182646,4.901236,2.740156,4.492602,2.382361,5.618005,3.177469,5.58722,2.891635,5.460156,2.925216
664,"III","-",12386,13018,"YCL067C",1,633,"MSTRG.598","HMLALPHA2",97.871002,62.366211,138.262482,77.299011,137.117126,72.711197,144.595428,81.78125,127.500618,65.987236,107.510048,57.597282
665,"III","+",13282,13809,"YCL066W",1,528,"MSTRG.599","HMLALPHA1",0,0,0,0,0,0,0,0,0,0,0,0
666,"III","+",13751,14119,"YCL065W",1,369,"MSTRG.599","YCL065W",7.079991,4.511573,7.030728,3.9307,6.28952,3.33524,8.036135,4.545131,7.874885,4.075603,4.687331,2.511184
667,"III","-",15798,16880,"YCL064C",1,1083,"MSTRG.600","CHA1",15.025854,9.574905,15.549398,8.693271,12.647276,6.706665,9.499538,5.372812,13.21976,6.841814,13.9723,7.4855
668,"III","+",17290,18561,"YCL063W",1,1272,"MSTRG.601","VAC17",45.124214,28.754444,50.183964,28.056568,63.187107,33.507198,56.788521,32.118832,68.155663,35.273586,58.078617,31.114956
669,"III","-",18816,22106,"YCL061C",1,3291,"MSTRG.602","MRC1",20.665148,13.168425,25.138256,14.054155,24.789122,13.145308,26.935581,15.234406,34.121544,17.659416,33.211487,17.792675
670,"III","-",22429,23379,"YCL059C",1,951,"MSTRG.603","KRR1",58.61409,37.350582,49.057835,27.426979,76.789696,40.720448,122.602524,69.342354,155.45636,80.455582,109.340698,58.57803
671,"III","-",23523,23981,"YCL058C",1,459,"MSTRG.604","FYV5",90.309425,57.547756,86.09201,48.13184,92.189545,48.886765,137.175842,77.584831,124.603485,64.487846,102.274513,54.792404
672,"III","+",23584,23925,"YCL058W-A",1,342,"MSTRG.605","ADF1",0,0,0,0,0,0,0,0,0,0,0,0
673,"III","-",24032,24325,"YCL057C-A",1,294,"MSTRG.606","MIC10",599.595215,382.079285,696.003418,389.117676,689.782288,365.781433,688.360535,389.327545,705.527222,365.141724,728.244873,390.148895
674,"III","+",24768,26906,"YCL057W",1,2139,"MSTRG.607","PRD1",158.950912,101.288086,203.095367,113.545418,193.122025,102.409775,175.743332,99.398087,184.964005,95.727097,202.995331,108.752434
675,"III","-",26925,27359,"YCL056C",1,435,"MSTRG.608","PEX34",106.478165,67.850945,105.852875,59.179634,111.239082,58.988457,125.26207,70.846558,134.142532,69.424728,121.018394,64.834221
676,"III","+",27929,28936,"YCL055W",1,1008,"MSTRG.609","KAR4",76.625992,48.828281,91.754959,51.297852,85.58036,45.382008,118.345238,66.934486,103.916664,53.781498,92.473213,49.54147
677,"III","+",29540,31350,"MSTRG.610.1",1,1811,"MSTRG.610",".",99.872444,63.641582,123.919937,69.280464,131.371613,69.664444,201.355606,113.884048,185.029816,95.761162,126.578133,67.81279
678,"III","+",31449,33974,"YCL054W",1,2526,"MSTRG.611","SPB1",38.665874,24.639006,34.226841,19.135351,53.802452,28.530651,88.911324,50.28706,96.902611,50.151409,69.157959,37.050591
679,"III","-",34143,35393,"YCL052C",1,1251,"MSTRG.612","PBN1",149.634689,95.351517,165.413269,92.478325,176.076736,93.370911,117.193443,66.283051,124.515587,64.442352,139.347717,74.653954
680,"III","+",35865,37616,"YCL051W",1,1752,"MSTRG.613","LRE1",71.37043,45.479286,78.448631,43.85862,75.307648,39.93454,60.135277,34.011711,65.085045,33.684406,59.842464,32.059917
681,"III","-",37836,38801,"YCL050C",1,966,"MSTRG.614","APA1",361.396484,230.292191,423.574524,236.809677,450.462738,238.873795,459.374756,259.816223,487.003113,252.045776,481.083862,257.735199
682,"III","-",39786,40724,"YCL049C",1,939,"MSTRG.615","YCL049C",108.322685,69.026321,126.497337,70.72142,126.715652,67.19545,120.709267,68.271553,126.402557,65.418945,122.192757,65.463379
683,"III","+",41488,41727,"YCL048W-A",1,240,"MSTRG.616","YCL048W-A",56.962502,36.298141,88.98333,49.748302,128.512497,68.148293,177.662506,100.483543,122.76667,63.537212,62.450001,33.456875
684,"III","+",42165,43556,"YCL048W",1,1392,"MSTRG.617","SPS22",1.462644,0.932039,1.116379,0.624139,1.285201,0.681523,1.710489,0.96743,1.846983,0.955896,1.83046,0.980648
685,"III","-",43661,44437,"YCL047C",1,777,"MSTRG.618","POF1",62.140282,39.597569,82.029602,45.860649,89.150574,47.275242,108.229088,61.212933,108.755463,56.285786,101.7323,54.501923
686,"III","-",44623,46905,"YCL045C",1,2283,"MSTRG.619","EMC1",141.376434,90.089119,167.504837,93.647667,176.959534,93.83905,168.217148,95.14138,176.877579,91.542015,169.053925,90.568718
687,"III","+",46640,46963,"YCL046W",1,324,"MSTRG.620","YCL046W",15.294711,9.746228,19.450102,10.874054,20.638615,10.944355,21.296335,12.044923,19.175186,9.924012,35.834713,19.198038
688,"III","-",47111,48364,"YCL044C",1,1254,"MSTRG.621","MGR1",44.430622,28.312468,47.271931,26.428526,57.368416,30.421631,47.961723,27.126511,52.440193,27.140133,56.728069,30.391415
689,"III","-",48653,50221,"YCL043C",1,1569,"MSTRG.628","PDI1",545.214478,347.4263,684.563354,382.721863,674.437561,357.644318,817.216187,462.206573,889.087708,460.142426,947.957031,507.857147
690,"III","-",50133,50627,"YCL041C",1,495,"MSTRG.628","YCL041C",19.28792,12.290816,19.109068,10.683391,25.548536,13.548014,18.58539,10.511649,21.495785,11.125025,22.089535,11.834217
691,"III","+",50584,50943,"YCL042W",1,360,"MSTRG.629","YCL042W",280.137848,178.511871,357.758636,200.013687,350.378967,185.800842,184.884918,104.568443,214.201477,110.858795,276.737366,148.258881
692,"III","+",50838,52340,"YCL040W",1,1503,"MSTRG.629","GLK1",2582.273682,1645.498779,3279.590576,1833.535034,2868.911133,1521.341431,1621.104126,916.874878,1511.806641,782.427124,1890.817383,1012.983887
693,"III","+",52645,54882,"YCL039W",1,2238,"MSTRG.631","GID7",78.825737,50.230019,93.065681,52.03064,94.876678,50.311714,64.47274,36.464924,66.492401,34.412773,74.25782,39.78278
694,"III","-",54941,56527,"YCL038C",1,1587,"MSTRG.632","ATG22",68.856964,43.877632,85.976059,48.067013,91.70195,48.628201,68.862007,38.947433,67.872086,35.126823,70.388786,37.709988
695,"III","-",56763,57225,"MSTRG.633.1",1,463,"MSTRG.633",".",3.87689,2.470465,3.896328,2.178337,2.944875,1.561624,6.896328,3.900471,4.334773,2.243438,3.356729,1.798329
696,"III","-",57374,58678,"YCL037C",1,1305,"MSTRG.634","SRO9",5.595402,3.565551,1.964751,1.098442,2.894253,1.53478,3.066667,1.734466,9.206897,4.764978,4.931035,2.641746
697,"III","+",59026,60726,"YCL036W",1,1701,"MSTRG.626","GFD2",13.25103,8.443936,10.964139,6.129769,22.624338,11.997355,51.489716,29.121895,47.752499,24.714043,26.04174,13.951566
698,"III","-",60841,61173,"YCL035C",1,333,"MSTRG.627","GRX1",1203.882935,767.148743,1398.687744,781.97052,1445.615601,766.588745,1232.492432,697.081299,1313.483521,679.786133,1362.477417,729.931763
699,"III","+",61658,62722,"YCL034W",1,1065,"MSTRG.622","LSB5",246.364304,156.990402,314.870422,176.035995,313.651642,166.32486,241.194366,136.416321,265.820648,137.574005,269.589661,144.429581
700,"III","-",62776,63282,"YCL033C",1,507,"MSTRG.623","MXR2",122.520714,78.073715,188.386581,105.322113,180.270218,95.59465,255.633133,144.582687,219.232742,113.4627,191.465485,102.575455
701,"III","+",63441,64481,"YCL032W",1,1041,"MSTRG.624","STE50",66.428436,42.330105,70.627281,39.485905,79.357346,42.082035,76.37368,43.195934,77.108551,39.907104,83.035545,44.485348
702,"III","-",64675,65568,"YCL031C",1,894,"MSTRG.625","RRP7",147.465317,93.969131,175.987701,98.390221,190.729294,101.140945,213.045868,120.495903,212.979858,110.226547,198.807602,106.508904
703,"III","-",65934,68333,"YCL030C",1,2400,"MSTRG.630","HIS4",2097.397461,1336.521851,2102.106201,1175.233765,2318.93457,1229.696899,553.29126,312.934174,669.737061,346.618744,746.174988,399.754761
704,"III","-",68599,69921,"YCL029C",1,1323,"MSTRG.635","BIK1",43.016628,27.41143,51.750572,28.932419,59.195766,31.390646,57.684807,32.625759,64.822372,33.548462,51.3288,27.498817
705,"III","+",70150,71367,"YCL028W",1,1218,"MSTRG.636","RNQ1",243.289825,155.031265,254.536118,142.304626,291.325958,154.485886,240.920364,136.261337,265.238922,137.272934,256.054993,137.178543
706,"III","+",71803,73341,"YCL027W",1,1539,"MSTRG.637","FUS1",8.974659,5.71891,8.706952,4.867834,14.282001,7.573535,18.450943,10.435608,21.706953,11.234313,16.906433,9.057429
707,"III","-",73405,73986,"YCL026C-B",1,582,"MSTRG.638","HBN1",5.658076,3.605488,5.176976,2.894315,6.149485,3.260982,14.778352,8.358438,10.036082,5.194119,14.010309,7.505864
708,"III","-",74704,75285,"YCL026C-A",1,582,"MSTRG.639","FRM2",2.599656,1.656575,2.402062,1.342931,4.166667,2.209522,3.396907,1.921245,4.766323,2.466784,1.426117,0.764026
709,"III","-",76018,77919,"YCL025C",1,1902,"MSTRG.640","AGP1",1237.108276,788.320862,1440.192993,805.175049,1905.903809,1010.672852,625.177734,353.592194,585.216614,302.875641,734.687195,393.600281
710,"III","-",78949,79296,"YCL023C",1,348,"MSTRG.642","YCL023C",11.445403,7.293339,9.367832,5.237315,4.901786,2.599345,3.147276,1.780057,5.805944,3.004834,10.406669,5.575254
711,"III","+",79162,82275,"YCL024W",1,3114,"MSTRG.643","KCC4",34.430637,21.940189,30.790302,17.214069,34.80328,18.455669,32.755939,18.526323,42.40942,21.948761,34.79084,18.638794
712,"III","-",81570,82085,"YCL022C",1,516,"MSTRG.644","YCL022C",0,0,0,0,0.302623,0.160477,0,0,0.586275,0.303423,0.962827,0.515824
713,"III","-",82462,82533,"tE(UUC)C",1,72,"MSTRG.645","tE(UUC)C",1.444444,0.920441,6.305555,3.525274,3.708333,1.966475,6.861111,3.880553,1.986111,1.027901,0,0
714,"III","-",82610,83032,"MSTRG.646.1",1,423,"MSTRG.646",".",15.550571,9.90927,18.044361,10.08814,18.180292,9.640742,23.458624,13.267884,22.943735,11.874404,18.84391,10.09541
715,"III","+",83620,83997,"YCL021W-A",1,378,"MSTRG.641","YCL021W-A",15.277778,9.735438,16.423281,9.181836,14.761905,7.828022,14.473545,8.186044,18.751324,9.704644,13.753968,7.368532
716,"III","+",85102,86418,"YCL020W",1,1317,"MSTRG.647","YCL020W",1.044081,0.665318,1.569563,0.877503,1.399921,0.742358,1.513004,0.855735,1.192515,0.61718,1.291624,0.691973
717,"III","+",85102,90415,"YCL019W",1,5314,"MSTRG.647","YCL019W",20.025587,12.760879,20.221575,11.305365,22.1071,11.72307,24.380838,13.789476,28.98801,15.002584,30.712921,16.454098
718,"III","+",90859,90972,"tL(CAA)C",2,82,"tL(CAA)C","SUP53",0,0,3.779468,2.113004,2.726138,1.445631,3.15331,1.78347,1.2625,0.6534,2.186147,1.171203
719,"III","+",91324,92418,"YCL018W",1,1095,"MSTRG.648","LEU2",102.098633,65.060181,102.647491,57.387581,114.270317,60.595871,152.460281,86.2295,163.534241,84.636246,152.708679,81.811935
720,"III","-",92777,94270,"YCL017C",1,1494,"MSTRG.649","NFS1",103.358101,65.862747,127.887543,71.49865,136.230927,72.241264,114.222221,64.602562,131.29184,67.949364,111.051537,59.494595
721,"III","-",94621,95763,"YCL016C",1,1143,"MSTRG.650","DCC1",42.084866,26.817682,41.429573,23.162214,48.752407,25.852686,43.959755,24.86305,54.098862,27.998568,47.771652,25.593117
722,"III","+",96281,101191,"YCL014W",1,4911,"MSTRG.651","BUD3",17.434332,11.109655,13.681735,7.649107,17.018122,9.02446,17.661575,9.989151,23.221544,12.018182,20.474241,10.968841
723,"III","-",101317,101788,"YCL012C",2,405,"MSTRG.652","YCL012C",65.876549,41.978428,84.977783,47.508904,94.483948,50.103451,79.602478,45.022099,93.590118,48.43705,64.718521,34.672211
724,"III","-",102075,103358,"YCL011C",1,1284,"MSTRG.653","GBP2",318.161987,202.741943,375.998444,210.211105,391.93692,207.838409,364.246094,206.012741,389.117615,201.385666,355.748444,190.588165
725,"III","-",103571,104350,"YCL010C",1,780,"MSTRG.654","SGF29",123.248718,78.537621,138.344879,77.345078,153.697433,81.503494,126.010254,71.269722,159.69487,82.649193,145.133331,77.753532
726,"III","-",104619,105548,"YCL009C",1,930,"MSTRG.656","ILV6",835.615051,532.477905,861.277405,481.518127,959.5,508.808777,396.072052,224.013077,444.026886,229.80365,535.294617,286.777985
727,"III","-",105696,106853,"YCL008C",1,1158,"MSTRG.657","STP22",87.339378,55.655155,96.270294,53.822258,106.962868,56.72084,59.025906,33.384266,64.747841,33.509888,68.042313,36.452892
728,"III","-",106974,107366,"YCL007C",1,393,"MSTRG.658","YCL007C",56.837151,36.218262,75.180664,42.031582,80.870232,42.884296,97.801888,55.315445,78.488548,40.621315,76.888039,41.191891
729,"III","+",107023,107417,"YCL005W-A",3,222,"MSTRG.659","VMA9",655.860352,417.933044,750.126343,419.376434,872.725281,462.793427,685.193604,387.536377,687.695984,355.913269,711.583252,381.222626
730,"III","-",107504,107712,"snR43",1,209,"MSTRG.660","snR43",23.406698,14.91542,34.161488,19.098814,27.531099,14.599339,56.861244,32.159962,54.569382,28.242083,49.07177,26.289642
731,"III","+",108021,108791,"YCL005W",1,771,"MSTRG.655","LDB16",110.839172,70.629898,122.76265,68.633453,150.156937,79.626022,110.33593,62.40453,134.911804,69.822861,116.810638,62.579967
732,"III","+",109105,110670,"YCL004W",1,1566,"MSTRG.661","PGS1",25.08046,15.981988,29.144955,16.294197,31.837164,16.88278,29.068327,16.440659,33.360153,17.265362,27.179436,14.561072
733,"III","-",110808,111675,"YCL002C",2,792,"MSTRG.662","YCL002C",37.72554,24.039797,32.532959,18.188345,44.000748,23.332951,91.55397,51.781708,99.858635,51.681286,76.895302,41.195782
734,"III","-",110808,111889,"MSTRG.662.1",1,1082,"MSTRG.662",".",26.970768,17.186546,39.478642,22.071497,34.544735,18.318565,19.588964,11.079257,5.717156,2.958882,19.507317,10.450823
735,"III","+",111916,112482,"YCL001W",1,567,"MSTRG.663","RER1",228.019394,145.300491,282.544983,157.963669,329.843048,174.910934,363.98941,205.867554,359.712524,186.167221,345.631378,185.168076
736,"III","+",113080,113541,"YCL001W-A",1,462,"MSTRG.664","YCL001W-A",9.9329,6.329529,10.084415,5.637938,8.354786,4.43042,6.709957,3.795062,7.751082,4.011529,8.891775,4.763667
737,"III","+",113770,114024,"YCL001W-B",1,255,"MSTRG.665","YCL001W-B",21.34902,13.604208,26.396078,14.757371,29.09804,15.430264,16.768627,9.484112,23.423529,12.122718,17.007843,9.111758
738,"III","+",115685,115999,"YCR001W",1,315,"MSTRG.666","YCR001W",8.11746,5.172678,9.092064,5.08314,11.666667,6.186662,14.542856,8.225245,16.295238,8.433511,9.679365,5.185609
739,"III","-",117380,118348,"YCR002C",1,969,"MSTRG.667","CDC10",199.937042,127.405624,223.147568,124.756096,247.955627,131.487228,227.762634,128.819504,237.180603,122.751511,248.562439,133.16449
740,"III","+",118620,119171,"YCR003W",1,552,"MSTRG.668","MRPL32",158.69928,101.127731,234.168472,130.917587,191.230072,101.406502,379.375,214.569443,240.404007,124.419762,207.206528,111.008537
741,"III","-",119575,120318,"YCR004C",1,744,"MSTRG.670","YCP4",771.407288,491.562836,955.45697,534.171509,946.350891,501.836029,705.309143,398.913422,730.377686,378.00293,770.500305,412.786774
742,"III","+",120320,120921,"MSTRG.671.1",1,602,"MSTRG.671",".",101.779068,64.856544,123.812294,69.220284,147.936874,78.448753,97.576408,55.187916,106.204315,54.965458,120.798347,64.716339
743,"III","-",120946,122328,"YCR005C",1,1383,"MSTRG.672","CIT2",30.096169,19.178143,45.175705,25.25658,38.857555,20.605593,41.711498,23.591467,42.065075,21.770548,43.541576,23.326904
744,"III","-",122530,123003,"YCR006C",1,474,"MSTRG.673","YCR006C",22.877638,14.578287,21.786921,12.18051,28.354431,15.035939,24.685656,13.961878,30.626583,15.850618,23.154011,12.404497
745,"III","-",123577,123648,"tP(AGG)C",1,72,"MSTRG.669","SUF2",2.055556,1.309859,2.777778,1.552984,0,0,0,0,1.277778,0.661307,3.888889,2.083428
746,"III","-",126011,126730,"YCR007C",1,720,"MSTRG.674","YCR007C",28.359722,18.071629,41.611111,23.263708,36.715279,19.469574,23.855556,13.492385,40.916668,21.176195,31.737499,17.003004
747,"III","+",127716,127789,"tN(GUU)C",1,74,"tN(GUU)C","tN(GUU)C",0,0,0,0,0,0,0,0,0,0,0,0
748,"III","+",128470,130281,"YCR008W",1,1812,"MSTRG.675","SAT4",71.582779,45.614597,73.970749,41.355148,79.310158,42.057014,88.291946,49.936745,101.199776,52.375385,89.082779,47.725082
749,"III","-",130745,131542,"YCR009C",1,798,"MSTRG.676","RVS161",414.405975,264.071381,497.045105,277.885193,490.238098,259.966064,425.131592,240.448761,451.720551,233.785477,448.038849,240.031708
750,"III","-",132273,133124,"YCR010C",1,852,"MSTRG.677","ADY2",18.167841,11.577069,20.069248,11.220203,26.184271,13.885136,17.051643,9.644182,17.272301,8.939184,17.656103,9.459056
751,"III","-",133724,136873,"YCR011C",1,3150,"MSTRG.678","ADP1",117.625397,74.954277,139.767929,78.140663,137.615555,72.97551,123.200317,69.680458,130.821594,67.705994,114.404129,61.290707
752,"III","+",137746,138996,"YCR012W",1,1251,"MSTRG.679","PGK1",7151.769531,4557.3125,9109.456055,5092.863281,8382.477539,4445.10498,9961.274414,5633.964355,10366.72168,5365.239258,10925.962891,5853.459961
753,"III","-",138402,139049,"YCR013C",1,648,"MSTRG.680","YCR013C",1151.16626,733.556213,1491.376099,833.790222,1196.25354,634.355713,1590.200073,899.395996,1573.456909,814.333984,1549.924316,830.354248
754,"III","-",139185,140933,"YCR014C",1,1749,"MSTRG.681","POL4",30.119497,19.193008,34.837051,19.476501,35.3036,18.720982,42.046883,23.781157,38.806171,20.08392,31.317324,16.777899
755,"III","-",141217,142170,"YCR015C",1,954,"MSTRG.682","YCR015C",22.361635,14.249475,39.320755,21.983229,40.738995,21.603292,55.668762,31.485508,51.007336,26.398565,49.897274,26.731895
756,"III","-",142364,142546,"snR33",1,183,"MSTRG.683","snR33",236.224045,150.528732,226.311478,126.524948,246.923492,130.939911,236.497269,133.759705,194.617493,100.723206,148.830597,79.734299
757,"III","-",142701,142771,"tG(GCC)C",1,71,"MSTRG.684","SUF16",0,0,0.985915,0.5512,0,0,0.464789,0.262878,0,0,0.859155,0.460283
758,"III","+",143634,144506,"YCR016W",1,873,"MSTRG.685","YCR016W",60.177547,38.346859,50.971363,28.496782,83.903778,44.492943,117.736542,66.590218,148.002289,76.597771,111.422684,59.693432
759,"III","-",144773,147634,"YCR017C",1,2862,"MSTRG.686","CWH43",115.507698,73.60482,128.910553,72.070587,131.960175,69.976547,124.826347,70.600113,134.545776,69.633423,134.424179,72.01622
760,"III","-",148238,148903,"YCR018C",1,666,"MSTRG.687","SRD1",43.968472,28.017971,44.031532,24.616903,61.777779,32.75985,52.154655,29.497978,57.579578,29.799992,56.103603,30.056866
761,"III","+",149920,149991,"tM(CAU)C",1,72,"tM(CAU)C","tM(CAU)C",0,0,0,0,0,0,0,0,0,0,0,0
762,"III","-",151284,151356,"tK(CUU)C",1,73,"tK(CUU)C","tK(CUU)C",0,0,0,0,0,0,0,0,0,0,0,0
763,"III","-",151608,151862,"YCR018C-A",1,255,"MSTRG.688","YCR018C-A",35.899754,22.876352,44.46196,24.857544,35.809086,18.989035,61.970596,35.049744,45.208149,23.397228,35.57008,19.056265
