"","ID","Description","Count","GeneRatio","geneID"
"GO:0034743","GO:0034743","APC-IQGAP complex",0,"0/157",""
"GO:0034744","GO:0034744","APC-IQGAP1-Cdc42 complex",0,"0/157",""
"GO:0034745","GO:0034745","APC-IQGAP1-Rac1 complex",0,"0/157",""
"GO:0034746","GO:0034746","APC-IQGAP1-CLIP-170 complex",0,"0/157",""
"GO:0034748","GO:0034748","Par3-APC-KIF3A complex",0,"0/157",""
"GO:0034749","GO:0034749","Scrib-APC complex",0,"0/157",""
"GO:0034750","GO:0034750","Scrib-APC-beta-catenin complex",0,"0/157",""
"GO:0034973","GO:0034973","Sid2-Mob1 complex",0,"0/157",""
"GO:0034974","GO:0034974","Swi5-Swi2 complex",0,"0/157",""
"GO:0034977","GO:0034977","ABIN2-NFKB1-MAP3K8 complex",0,"0/157",""
"GO:0034978","GO:0034978","PDX1-PBX1b-MRG1 complex",0,"0/157",""
"GO:0034996","GO:0034996","RasGAP-Fyn-Lyn-Yes complex",0,"0/157",""
"GO:0035059","GO:0035059","RCAF complex",0,"0/157",""
"GO:0035145","GO:0035145","exon-exon junction complex",0,"0/157",""
"GO:0035301","GO:0035301","Hedgehog signaling complex",0,"0/157",""
"GO:0035649","GO:0035649","Nrd1 complex",0,"0/157",""
"GO:0035658","GO:0035658","Mon1-Ccz1 complex",0,"0/157",""
"GO:0035693","GO:0035693","NOS2-CD74 complex",0,"0/157",""
"GO:0035808","GO:0035808","meiotic recombination initiation complex",0,"0/157",""
"GO:0036038","GO:0036038","MKS complex",0,"0/157",""
"GO:0036125","GO:0036125","fatty acid beta-oxidation multienzyme complex",0,"0/157",""
"GO:0036284","GO:0036284","tubulobulbar complex",0,"0/157",""
"GO:0036286","GO:0036286","eisosome filament",0,"0/157",""
"GO:0036375","GO:0036375","Kibra-Ex-Mer complex",0,"0/157",""
"GO:0036398","GO:0036398","TCR signalosome",0,"0/157",""
"GO:0036452","GO:0036452","ESCRT complex",0,"0/157",""
"GO:0036454","GO:0036454","growth factor complex",0,"0/157",""
"GO:0036501","GO:0036501","UFD1-NPL4 complex",0,"0/157",""
"GO:0038045","GO:0038045","large latent transforming growth factor-beta complex",0,"0/157",""
"GO:0038059","GO:0038059","IKKalpha-IKKalpha complex",0,"0/157",""
"GO:0039658","GO:0039658","TBK1-IKKE-DDX3 complex",0,"0/157",""
"GO:0042272","GO:0042272","nuclear RNA export factor complex",0,"0/157",""
"GO:0043240","GO:0043240","Fanconi anaemia nuclear complex",0,"0/157",""
"GO:0043291","GO:0043291","RAVE complex",0,"0/157",""
"GO:0043293","GO:0043293","apoptosome",0,"0/157",""
"GO:0043493","GO:0043493","viral terminase complex",0,"0/157",""
"GO:0043511","GO:0043511","inhibin complex",0,"0/157",""
"GO:0043514","GO:0043514","interleukin-12 complex",0,"0/157",""
"GO:0043529","GO:0043529","GET complex",0,"0/157",""
"GO:0043564","GO:0043564","Ku70:Ku80 complex",0,"0/157",""
"GO:0043684","GO:0043684","type IV secretion system complex",0,"0/157",""
"GO:0043845","GO:0043845","DNA polymerase III, proofreading complex",0,"0/157",""
"GO:0043846","GO:0043846","DNA polymerase III, clamp loader complex",0,"0/157",""
"GO:0043847","GO:0043847","DNA polymerase III, clamp loader chi/psi subcomplex",0,"0/157",""
"GO:0043850","GO:0043850","RecFOR complex",0,"0/157",""
"GO:0044609","GO:0044609","DBIRD complex",0,"0/157",""
"GO:0044611","GO:0044611","nuclear pore inner ring",0,"0/157",""
"GO:0044612","GO:0044612","nuclear pore linkers",0,"0/157",""
"GO:0044614","GO:0044614","nuclear pore cytoplasmic filaments",0,"0/157",""
"GO:0044615","GO:0044615","nuclear pore nuclear basket",0,"0/157",""
"GO:0044672","GO:0044672","acetyl-CoA decarbonylase/synthase-carbon monoxide dehydrogenase complex",0,"0/157",""
"GO:0044675","GO:0044675","formyl-methanofuran dehydrogenase (tungsten enzyme) complex",0,"0/157",""
"GO:0044676","GO:0044676","formyl-methanofuran dehydrogenase (molybdenum enzyme) complex",0,"0/157",""
"GO:0044677","GO:0044677","methyl-tetrahydromethanopterin:coenzyme M methyltransferase complex",0,"0/157",""
"GO:0044697","GO:0044697","HICS complex",0,"0/157",""
"GO:0044776","GO:0044776","DNA polymerase III, core complex",0,"0/157",""
"GO:0044796","GO:0044796","DNA polymerase processivity factor complex",0,"0/157",""
"GO:0044816","GO:0044816","Nsk1-Dlc1 complex",0,"0/157",""
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex",0,"0/157",""
"GO:0045293","GO:0045293","mRNA editing complex",0,"0/157",""
"GO:0045298","GO:0045298","tubulin complex",0,"0/157",""
"GO:0046536","GO:0046536","dosage compensation complex",0,"0/157",""
"GO:0046798","GO:0046798","viral portal complex",0,"0/157",""
"GO:0046806","GO:0046806","viral scaffold",0,"0/157",""
"GO:0048180","GO:0048180","activin complex",0,"0/157",""
"GO:0048189","GO:0048189","Lid2 complex",0,"0/157",""
"GO:0048476","GO:0048476","Holliday junction resolvase complex",0,"0/157",""
"GO:0055087","GO:0055087","Ski complex",0,"0/157",""
"GO:0061574","GO:0061574","ASAP complex",0,"0/157",""
"GO:0061576","GO:0061576","acyl-CoA ceramide synthase complex",0,"0/157",""
"GO:0061671","GO:0061671","Cbp3p-Cbp6 complex",0,"0/157",""
"GO:0061696","GO:0061696","pituitary gonadotropin complex",0,"0/157",""
"GO:0061702","GO:0061702","inflammasome complex",0,"0/157",""
"GO:0061703","GO:0061703","pyroptosome complex",0,"0/157",""
"GO:0061838","GO:0061838","CENP-T-W-S-X complex",0,"0/157",""
"GO:0061927","GO:0061927","TOC-TIC supercomplex I",0,"0/157",""
"GO:0061957","GO:0061957","NVT complex",0,"0/157",""
"GO:0070069","GO:0070069","cytochrome complex",0,"0/157",""
"GO:0070209","GO:0070209","ASTRA complex",0,"0/157",""
"GO:0070214","GO:0070214","CSK-GAP-A.p62 complex",0,"0/157",""
"GO:0070274","GO:0070274","RES complex",0,"0/157",""
"GO:0070288","GO:0070288","ferritin complex",0,"0/157",""
"GO:0070310","GO:0070310","ATR-ATRIP complex",0,"0/157",""
"GO:0070313","GO:0070313","RGS6-DNMT1-DMAP1 complex",0,"0/157",""
"GO:0070331","GO:0070331","CD20-Lck-Fyn complex",0,"0/157",""
"GO:0070332","GO:0070332","CD20-Lck-Lyn-Fyn complex",0,"0/157",""
"GO:0070353","GO:0070353","GATA1-TAL1-TCF3-Lmo2 complex",0,"0/157",""
"GO:0070354","GO:0070354","GATA2-TAL1-TCF3-Lmo2 complex",0,"0/157",""
"GO:0070385","GO:0070385","egasyn-beta-glucuronidase complex",0,"0/157",""
"GO:0070390","GO:0070390","transcription export complex 2",0,"0/157",""
"GO:0070421","GO:0070421","DNA ligase III-XRCC1 complex",0,"0/157",""
"GO:0070422","GO:0070422","G-protein beta/gamma-Raf-1 complex",0,"0/157",""
"GO:0070441","GO:0070441","G-protein beta/gamma-Btk complex",0,"0/157",""
"GO:0070467","GO:0070467","RC-1 DNA recombination complex",0,"0/157",""
"GO:0070516","GO:0070516","CAK-ERCC2 complex",0,"0/157",""
"GO:0070517","GO:0070517","DNA replication factor C core complex",0,"0/157",""
"GO:0070531","GO:0070531","BRCA1-A complex",0,"0/157",""
"GO:0070532","GO:0070532","BRCA1-B complex",0,"0/157",""
"GO:0070533","GO:0070533","BRCA1-C complex",0,"0/157",""
"GO:0070545","GO:0070545","PeBoW complex",0,"0/157",""
"GO:0070552","GO:0070552","BRISC complex",0,"0/157",""
"GO:0070557","GO:0070557","PCNA-p21 complex",0,"0/157",""
"GO:0070559","GO:0070559","lysosomal multienzyme complex",0,"0/157",""
"GO:0070693","GO:0070693","P-TEFb-cap methyltransferase complex",0,"0/157",""
"GO:0070695","GO:0070695","FHF complex",0,"0/157",""
"GO:0070743","GO:0070743","interleukin-23 complex",0,"0/157",""
"GO:0070744","GO:0070744","interleukin-27 complex",0,"0/157",""
"GO:0070745","GO:0070745","interleukin-35 complex",0,"0/157",""
"GO:0070762","GO:0070762","nuclear pore transmembrane ring",0,"0/157",""
"GO:0070767","GO:0070767","BRCA1-Rad51 complex",0,"0/157",""
"GO:0070826","GO:0070826","paraferritin complex",0,"0/157",""
"GO:0070850","GO:0070850","TACC/TOG complex",0,"0/157",""
"GO:0070864","GO:0070864","sperm individualization complex",0,"0/157",""
"GO:0070876","GO:0070876","SOSS complex",0,"0/157",""
"GO:0070937","GO:0070937","CRD-mediated mRNA stability complex",0,"0/157",""
"GO:0071075","GO:0071075","CUGBP1-eIF2 complex",0,"0/157",""
"GO:0071141","GO:0071141","SMAD protein complex",0,"0/157",""
"GO:0071147","GO:0071147","TEAD-2 multiprotein complex",0,"0/157",""
"GO:0071152","GO:0071152","G-protein alpha(q)-synembrin complex",0,"0/157",""
"GO:0071153","GO:0071153","G-protein alpha(o)-synembrin complex",0,"0/157",""
"GO:0071154","GO:0071154","G-protein alpha(i)1-synembrin complex",0,"0/157",""
"GO:0071155","GO:0071155","G-protein alpha(13)-synembrin complex",0,"0/157",""
"GO:0071159","GO:0071159","NF-kappaB complex",0,"0/157",""
"GO:0071175","GO:0071175","MAML2-RBP-Jkappa-ICN1 complex",0,"0/157",""
"GO:0071176","GO:0071176","MAML2-RBP-Jkappa-ICN2 complex",0,"0/157",""
"GO:0071177","GO:0071177","MAML2-RBP-Jkappa-ICN3 complex",0,"0/157",""
"GO:0071178","GO:0071178","MAML2-RBP-Jkappa-ICN4 complex",0,"0/157",""
"GO:0071179","GO:0071179","MAML3-RBP-Jkappa-ICN1 complex",0,"0/157",""
"GO:0071180","GO:0071180","MAML3-RBP-Jkappa-ICN2 complex",0,"0/157",""
"GO:0071181","GO:0071181","MAML3-RBP-Jkappa-ICN3 complex",0,"0/157",""
"GO:0071182","GO:0071182","MAML3-RBP-Jkappa-ICN4 complex",0,"0/157",""
"GO:0071203","GO:0071203","WASH complex",0,"0/157",""
"GO:0071521","GO:0071521","Cdc42 GTPase complex",0,"0/157",""
"GO:0071563","GO:0071563","Myo2p-Vac17p-Vac8p transport complex",0,"0/157",""
"GO:0071664","GO:0071664","catenin-TCF7L2 complex",0,"0/157",""
"GO:0071817","GO:0071817","MMXD complex",0,"0/157",""
"GO:0071819","GO:0071819","DUBm complex",0,"0/157",""
"GO:0071821","GO:0071821","FANCM-MHF complex",0,"0/157",""
"GO:0072379","GO:0072379","ER membrane insertion complex",0,"0/157",""
"GO:0072669","GO:0072669","tRNA-splicing ligase complex",0,"0/157",""
"GO:0089701","GO:0089701","U2AF",0,"0/157",""
"GO:0089713","GO:0089713","Cbf1-Met4-Met28 complex",0,"0/157",""
"GO:0090443","GO:0090443","FAR/SIN/STRIPAK complex",0,"0/157",""
"GO:0090665","GO:0090665","glycoprotein complex",0,"0/157",""
"GO:0097057","GO:0097057","TRAF2-GSTP1 complex",0,"0/157",""
"GO:0097058","GO:0097058","CRLF-CLCF1 complex",0,"0/157",""
"GO:0097059","GO:0097059","CNTFR-CLCF1 complex",0,"0/157",""
"GO:0097071","GO:0097071","interferon regulatory factor complex",0,"0/157",""
"GO:0097076","GO:0097076","transforming growth factor beta activated kinase 1 complex",0,"0/157",""
"GO:0097078","GO:0097078","FAL1-SGD1 complex",0,"0/157",""
"GO:0097136","GO:0097136","Bcl-2 family protein complex",0,"0/157",""
"GO:0097149","GO:0097149","centralspindlin complex",0,"0/157",""
"GO:0097255","GO:0097255","R2TP complex",0,"0/157",""
"GO:0097344","GO:0097344","Rix1 complex",0,"0/157",""
"GO:0097347","GO:0097347","TAM protein secretion complex",0,"0/157",""
"GO:0097361","GO:0097361","CIA complex",0,"0/157",""
"GO:0097373","GO:0097373","MCM core complex",0,"0/157",""
"GO:0097452","GO:0097452","GAIT complex",0,"0/157",""
"GO:0097495","GO:0097495","H-NS-Hha complex",0,"0/157",""
"GO:0097537","GO:0097537","Y-shaped link",0,"0/157",""
"GO:0097539","GO:0097539","ciliary transition fiber",0,"0/157",""
"GO:0097619","GO:0097619","PTEX complex",0,"0/157",""
"GO:0097710","GO:0097710","viral terminase, small subunit",0,"0/157",""
"GO:0098046","GO:0098046","type V protein secretion system complex",0,"0/157",""
"GO:0098561","GO:0098561","methyl accepting chemotaxis protein complex",0,"0/157",""
"GO:0098636","GO:0098636","protein complex involved in cell adhesion",0,"0/157",""
"GO:0098644","GO:0098644","complex of collagen trimers",0,"0/157",""
"GO:0098654","GO:0098654","CENP-A recruiting complex",0,"0/157",""
"GO:0098733","GO:0098733","hemidesmosome associated protein complex",0,"0/157",""
"GO:0098774","GO:0098774","curli",0,"0/157",""
"GO:0098798","GO:0098798","mitochondrial protein complex",0,"0/157",""
"GO:0098820","GO:0098820","trans-synaptic protein complex",0,"0/157",""
"GO:0099053","GO:0099053","activating signal cointegrator 1 complex",0,"0/157",""
"GO:0099078","GO:0099078","BORC complex",0,"0/157",""
"GO:0099126","GO:0099126","transforming growth factor beta complex",0,"0/157",""
"GO:0099128","GO:0099128","mitochondrial iron-sulfur cluster assembly complex",0,"0/157",""
"GO:0106002","GO:0106002","mCRD-mediated mRNA stability complex",0,"0/157",""
"GO:0106003","GO:0106003","amyloid-beta complex",0,"0/157",""
"GO:0106093","GO:0106093","EDS1 disease-resistance complex",0,"0/157",""
"GO:0110078","GO:0110078","TTT complex",0,"0/157",""
"GO:0120099","GO:0120099","procentriole replication complex",0,"0/157",""
"GO:0120103","GO:0120103","centriolar subdistal appendage",0,"0/157",""
"GO:0120114","GO:0120114","Sm-like protein family complex",0,"0/157",""
"GO:0120124","GO:0120124","membrane fusion priming complex",0,"0/157",""
"GO:0140007","GO:0140007","KICSTOR complex",0,"0/157",""
"GO:0150005","GO:0150005","enzyme activator complex",0,"0/157",""
"GO:1902695","GO:1902695","metallochaperone complex",0,"0/157",""
"GO:1903269","GO:1903269","ornithine carbamoyltransferase inhibitor complex",0,"0/157",""
"GO:1903502","GO:1903502","translation repressor complex",0,"0/157",""
"GO:1903503","GO:1903503","ATPase inhibitor complex",0,"0/157",""
"GO:1903865","GO:1903865","sigma factor antagonist complex",0,"0/157",""
"GO:1904090","GO:1904090","peptidase inhibitor complex",0,"0/157",""
"GO:1990062","GO:1990062","RPAP3/R2TP/prefoldin-like complex",0,"0/157",""
"GO:1990065","GO:1990065","Dxr protein complex",0,"0/157",""
"GO:1990078","GO:1990078","replication inhibiting complex",0,"0/157",""
"GO:1990100","GO:1990100","DnaB-DnaC complex",0,"0/157",""
"GO:1990104","GO:1990104","DNA bending complex",0,"0/157",""
"GO:1990112","GO:1990112","RQC complex",0,"0/157",""
"GO:1990125","GO:1990125","DiaA complex",0,"0/157",""
"GO:1990130","GO:1990130","GATOR1 complex",0,"0/157",""
"GO:1990131","GO:1990131","Gtr1-Gtr2 GTPase complex",0,"0/157",""
"GO:1990143","GO:1990143","CoA-synthesizing protein complex",0,"0/157",""
"GO:1990200","GO:1990200","SsuD-SsuE complex",0,"0/157",""
"GO:1990221","GO:1990221","L-cysteine desulfurase complex",0,"0/157",""
"GO:1990229","GO:1990229","iron-sulfur cluster assembly complex",0,"0/157",""
"GO:1990249","GO:1990249","nucleotide-excision repair, DNA damage recognition complex",0,"0/157",""
"GO:1990252","GO:1990252","Syp1 complex",0,"0/157",""
"GO:1990298","GO:1990298","bub1-bub3 complex",0,"0/157",""
"GO:1990315","GO:1990315","Mcs4 RR-MAPKKK complex",0,"0/157",""
"GO:1990328","GO:1990328","RNA polymerase II, RPB4-RPB7 subcomplex",0,"0/157",""
"GO:1990333","GO:1990333","mitotic checkpoint complex, CDC20-MAD2 subcomplex",0,"0/157",""
"GO:1990341","GO:1990341","thrombospondin complex",0,"0/157",""
"GO:1990345","GO:1990345","MTREC complex",0,"0/157",""
"GO:1990346","GO:1990346","BID-BCL-xl complex",0,"0/157",""
"GO:1990351","GO:1990351","transporter complex",0,"0/157",""
"GO:1990356","GO:1990356","sumoylated E2 ligase complex",0,"0/157",""
"GO:1990393","GO:1990393","3M complex",0,"0/157",""
"GO:1990415","GO:1990415","Pex17p-Pex14p docking complex",0,"0/157",""
"GO:1990423","GO:1990423","RZZ complex",0,"0/157",""
"GO:1990453","GO:1990453","nucleosome disassembly/reassembly complex",0,"0/157",""
"GO:1990463","GO:1990463","lateral cortical node",0,"0/157",""
"GO:1990469","GO:1990469","Rhino-Deadlock-Cutoff Complex",0,"0/157",""
"GO:1990477","GO:1990477","NURS complex",0,"0/157",""
"GO:1990499","GO:1990499","raps-insc complex",0,"0/157",""
"GO:1990509","GO:1990509","PYM-mago-Y14 complex",0,"0/157",""
"GO:1990526","GO:1990526","Ste12p-Dig1p-Dig2p complex",0,"0/157",""
"GO:1990527","GO:1990527","Tec1p-Ste12p-Dig1p complex",0,"0/157",""
"GO:1990528","GO:1990528","Rvs161p-Rvs167p complex",0,"0/157",""
"GO:1990530","GO:1990530","Cdc50p-Drs2p complex",0,"0/157",""
"GO:1990533","GO:1990533","Dom34-Hbs1 complex",0,"0/157",""
"GO:1990563","GO:1990563","extracellular exosome complex",0,"0/157",""
"GO:1990586","GO:1990586","divisome complex",0,"0/157",""
"GO:1990597","GO:1990597","AIP1-IRE1 complex",0,"0/157",""
"GO:1990615","GO:1990615","Kelch-containing formin regulatory complex",0,"0/157",""
"GO:1990622","GO:1990622","CHOP-ATF3 complex",0,"0/157",""
"GO:1990630","GO:1990630","IRE1-RACK1-PP2A complex",0,"0/157",""
"GO:1990660","GO:1990660","calprotectin complex",0,"0/157",""
"GO:1990661","GO:1990661","S100A8 complex",0,"0/157",""
"GO:1990665","GO:1990665","AnxA2-p11 complex",0,"0/157",""
"GO:1990666","GO:1990666","PCSK9-LDLR complex",0,"0/157",""
"GO:1990667","GO:1990667","PCSK9-AnxA2 complex",0,"0/157",""
"GO:1990682","GO:1990682","CSF1-CSF1R complex",0,"0/157",""
"GO:1990684","GO:1990684","protein-lipid-RNA complex",0,"0/157",""
"GO:1990696","GO:1990696","USH2 complex",0,"0/157",""
"GO:1990706","GO:1990706","MAD1 complex",0,"0/157",""
"GO:1990713","GO:1990713","survivin complex",0,"0/157",""
"GO:1990727","GO:1990727","tubulin folding cofactor complex",0,"0/157",""
"GO:1990728","GO:1990728","mitotic spindle assembly checkpoint MAD1-MAD2 complex",0,"0/157",""
"GO:1990730","GO:1990730","VCP-NSFL1C complex",0,"0/157",""
"GO:1990733","GO:1990733","titin-telethonin complex",0,"0/157",""
"GO:1990788","GO:1990788","GLI-SUFU complex",0,"0/157",""
"GO:1990811","GO:1990811","MWP complex",0,"0/157",""
"GO:1990861","GO:1990861","Ubp3-Bre5 deubiquitination complex",0,"0/157",""
"GO:1990871","GO:1990871","Vma12-Vma22 assembly complex",0,"0/157",""
"GO:1990909","GO:1990909","Wnt signalosome",0,"0/157",""
"GO:1990923","GO:1990923","PET complex",0,"0/157",""
"GO:1990957","GO:1990957","NPHP complex",0,"0/157",""
"GO:1990964","GO:1990964","actin cytoskeleton-regulatory complex",0,"0/157",""
"GO:0097597","GO:0097597","ventral disc",0,"0/157",""
"GO:0018995","GO:0018995","host",0,"0/157",""
"GO:0044217","GO:0044217","other organism part",0,"0/157",""
"GO:0033643","GO:0033643","host cell part",0,"0/157",""
"GO:0043655","GO:0043655","extracellular space of host",0,"0/157",""
"GO:0044216","GO:0044216","other organism cell",0,"0/157",""
"GO:0044279","GO:0044279","other organism membrane",0,"0/157",""
"GO:0085036","GO:0085036","extrahaustorial matrix",0,"0/157",""
"GO:0085040","GO:0085040","extra-invasive hyphal space",0,"0/157",""
"GO:0010367","GO:0010367","extracellular isoamylase complex",0,"0/157",""
"GO:0016942","GO:0016942","insulin-like growth factor binding protein complex",0,"0/157",""
"GO:0020004","GO:0020004","symbiont-containing vacuolar space",0,"0/157",""
"GO:0020005","GO:0020005","symbiont-containing vacuole membrane",0,"0/157",""
"GO:0020006","GO:0020006","symbiont-containing vacuolar membrane network",0,"0/157",""
"GO:0034358","GO:0034358","plasma lipoprotein particle",0,"0/157",""
"GO:0035182","GO:0035182","female germline ring canal outer rim",0,"0/157",""
"GO:0035183","GO:0035183","female germline ring canal inner rim",0,"0/157",""
"GO:0036117","GO:0036117","hyaluranon cable",0,"0/157",""
"GO:0042571","GO:0042571","immunoglobulin complex, circulating",0,"0/157",""
"GO:0043245","GO:0043245","extraorganismal space",0,"0/157",""
"GO:0070289","GO:0070289","extracellular ferritin complex",0,"0/157",""
"GO:0070701","GO:0070701","mucus layer",0,"0/157",""
"GO:0000313","GO:0000313","organellar ribosome",0,"0/157",""
"GO:0030094","GO:0030094","plasma membrane-derived photosystem I",0,"0/157",""
"GO:0030096","GO:0030096","plasma membrane-derived thylakoid photosystem II",0,"0/157",""
"GO:0031300","GO:0031300","intrinsic component of organelle membrane",0,"0/157",""
"GO:0031676","GO:0031676","plasma membrane-derived thylakoid membrane",0,"0/157",""
"GO:0032426","GO:0032426","stereocilium tip",0,"0/157",""
"GO:0044232","GO:0044232","organelle membrane contact site",0,"0/157",""
"GO:0044461","GO:0044461","bacterial-type flagellum part",0,"0/157",""
"GO:0044695","GO:0044695","Dsc E3 ubiquitin ligase complex",0,"0/157",""
"GO:0048493","GO:0048493","plasma membrane-derived thylakoid ribulose bisphosphate carboxylase complex",0,"0/157",""
"GO:0060091","GO:0060091","kinocilium",0,"0/157",""
"GO:0060171","GO:0060171","stereocilium membrane",0,"0/157",""
"GO:0097591","GO:0097591","ventral disc lateral crest",0,"0/157",""
"GO:0097592","GO:0097592","ventral disc overlap zone",0,"0/157",""
"GO:0097593","GO:0097593","ventral disc microtubule array",0,"0/157",""
"GO:0097594","GO:0097594","ventral disc dorsal microribbon",0,"0/157",""
"GO:0097595","GO:0097595","ventral disc crossbridge",0,"0/157",""
"GO:0097596","GO:0097596","ventral disc supernumerary microtubule array",0,"0/157",""
"GO:0098892","GO:0098892","extrinsic component of postsynaptic specialization membrane",0,"0/157",""
"GO:0098948","GO:0098948","intrinsic component of postsynaptic specialization membrane",0,"0/157",""
"GO:0099091","GO:0099091","postsynaptic specialization, intracellular component",0,"0/157",""
"GO:0099634","GO:0099634","postsynaptic specialization membrane",0,"0/157",""
"GO:0120043","GO:0120043","stereocilium shaft",0,"0/157",""
"GO:0120044","GO:0120044","stereocilium base",0,"0/157",""
"GO:1990070","GO:1990070","TRAPPI protein complex",0,"0/157",""
"GO:1990121","GO:1990121","H-NS complex",0,"0/157",""
"GO:1990177","GO:1990177","IHF-DNA complex",0,"0/157",""
"GO:1990178","GO:1990178","HU-DNA complex",0,"0/157",""
"GO:1990500","GO:1990500","eif4e-cup complex",0,"0/157",""
"GO:0019013","GO:0019013","viral nucleocapsid",0,"0/157",""
"GO:0019015","GO:0019015","viral genome",0,"0/157",""
"GO:0019028","GO:0019028","viral capsid",0,"0/157",""
"GO:0019033","GO:0019033","viral tegument",0,"0/157",""
"GO:0036338","GO:0036338","viral membrane",0,"0/157",""
"GO:0039624","GO:0039624","viral outer capsid",0,"0/157",""
"GO:0039625","GO:0039625","viral inner capsid",0,"0/157",""
"GO:0039626","GO:0039626","viral intermediate capsid",0,"0/157",""
"GO:0046727","GO:0046727","capsomere",0,"0/157",""
"GO:0046729","GO:0046729","viral procapsid",0,"0/157",""
"GO:0098015","GO:0098015","virus tail",0,"0/157",""
"GO:0098019","GO:0098019","virus tail, major subunit",0,"0/157",""
"GO:0098020","GO:0098020","virus tail, minor subunit",0,"0/157",""
"GO:0098021","GO:0098021","viral capsid, decoration",0,"0/157",""
"GO:0098023","GO:0098023","virus tail, tip",0,"0/157",""
"GO:0098024","GO:0098024","virus tail, fiber",0,"0/157",""
"GO:0098025","GO:0098025","virus tail, baseplate",0,"0/157",""
"GO:0098026","GO:0098026","virus tail, tube",0,"0/157",""
"GO:0098027","GO:0098027","virus tail, sheath",0,"0/157",""
"GO:0098028","GO:0098028","virus tail, shaft",0,"0/157",""
"GO:0098029","GO:0098029","icosahedral viral capsid, spike",0,"0/157",""
"GO:0098030","GO:0098030","icosahedral viral capsid, neck",0,"0/157",""
"GO:0098031","GO:0098031","icosahedral viral capsid, collar",0,"0/157",""
"GO:0098061","GO:0098061","viral capsid, internal space",0,"0/157",""
"GO:0005640","GO:0005640","nuclear outer membrane",0,"0/157",""
"GO:0044453","GO:0044453","nuclear membrane part",0,"0/157",""
"GO:0044455","GO:0044455","mitochondrial membrane part",0,"0/157",""
"GO:0070057","GO:0070057","prospore membrane spindle pole body attachment site",0,"0/157",""
"GO:0070469","GO:0070469","respiratory chain",0,"0/157",""
"GO:0097478","GO:0097478","leaflet of membrane bilayer",0,"0/157",""
"GO:0030129","GO:0030129","clathrin coat of synaptic vesicle",0,"0/157",""
"GO:0034592","GO:0034592","synaptic vesicle lumen",0,"0/157",""
"GO:0044326","GO:0044326","dendritic spine neck",0,"0/157",""
"GO:0044327","GO:0044327","dendritic spine head",0,"0/157",""
"GO:0048786","GO:0048786","presynaptic active zone",0,"0/157",""
"GO:0061846","GO:0061846","dendritic spine cytoplasm",0,"0/157",""
"GO:0071212","GO:0071212","subsynaptic reticulum",0,"0/157",""
"GO:0097444","GO:0097444","spine apparatus",0,"0/157",""
"GO:0097445","GO:0097445","presynaptic active zone dense projection",0,"0/157",""
"GO:0098563","GO:0098563","intrinsic component of synaptic vesicle membrane",0,"0/157",""
"GO:0098682","GO:0098682","arciform density",0,"0/157",""
"GO:0098830","GO:0098830","presynaptic endosome",0,"0/157",""
"GO:0098831","GO:0098831","presynaptic active zone cytoplasmic component",0,"0/157",""
"GO:0098833","GO:0098833","presynaptic endocytic zone",0,"0/157",""
"GO:0098834","GO:0098834","presynaptic endocytic zone cytoplasmic component",0,"0/157",""
"GO:0098843","GO:0098843","postsynaptic endocytic zone",0,"0/157",""
"GO:0098845","GO:0098845","postsynaptic endosome",0,"0/157",""
"GO:0098850","GO:0098850","extrinsic component of synaptic vesicle membrane",0,"0/157",""
"GO:0098895","GO:0098895","postsynaptic endosome membrane",0,"0/157",""
"GO:0098897","GO:0098897","spine apparatus membrane",0,"0/157",""
"GO:0098899","GO:0098899","spine apparatus lumen",0,"0/157",""
"GO:0098929","GO:0098929","extrinsic component of spine apparatus membrane",0,"0/157",""
"GO:0098949","GO:0098949","intrinsic component of postsynaptic endosome membrane",0,"0/157",""
"GO:0098952","GO:0098952","intrinsic component of spine apparatus membrane",0,"0/157",""
"GO:0098954","GO:0098954","presynaptic endosome membrane",0,"0/157",""
"GO:0098955","GO:0098955","intrinsic component of presynaptic endosome membrane",0,"0/157",""
"GO:0098965","GO:0098965","extracellular matrix of synaptic cleft",0,"0/157",""
"GO:0098999","GO:0098999","extrinsic component of postsynaptic endosome membrane",0,"0/157",""
"GO:0099007","GO:0099007","extrinsic component of presynaptic endosome membrane",0,"0/157",""
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane",0,"0/157",""
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane",0,"0/157",""
"GO:0099523","GO:0099523","presynaptic cytosol",0,"0/157",""
"GO:0099524","GO:0099524","postsynaptic cytosol",0,"0/157",""
"GO:0099569","GO:0099569","presynaptic cytoskeleton",0,"0/157",""
"GO:0099571","GO:0099571","postsynaptic cytoskeleton",0,"0/157",""
"GO:0099631","GO:0099631","postsynaptic endocytic zone cytoplasmic component",0,"0/157",""
"GO:0150004","GO:0150004","dendritic spine origin",0,"0/157",""
"GO:1990013","GO:1990013","presynaptic grid",0,"0/157",""
"GO:1990780","GO:1990780","cytoplasmic side of dendritic spine plasma membrane",0,"0/157",""
"GO:0005642","GO:0005642","annulate lamellae",0,"0/157",""
"GO:0005933","GO:0005933","cellular bud",0,"0/157",""
"GO:0005966","GO:0005966","cyclic-nucleotide phosphodiesterase complex",0,"0/157",""
"GO:0009347","GO:0009347","aspartate carbamoyltransferase complex",0,"0/157",""
