"","ID","Description","Count","GeneRatio","geneID"
"GO:0033036","GO:0033036","macromolecule localization",146,"146/1001","160/9342/79989/2064/1454/1268/5538/80333/6155/80832/408/51311/80725/29091/54471/124460/27147/1258/55327/6293/53919/4193/9501/5066/3172/9201/6400/23303/8516/9885/6122/54443/91056/9145/64786/23399/151011/2645/5734/150577/10643/66008/219790/3312/91782/4646/10411/114882/7520/7850/3181/1149/2695/9887/11309/9554/112574/154664/25972/55706/64328/27091/56999/23334/5563/51804/2048/5784/90427/3993/134266/8027/613/3320/6103/1499/10807/9939/55722/90203/4082/7292/6731/3683/81/4287/207/56001/775/291/91828/3921/10626/11001/100128553/55153/196383/85477/64175/64135/5972/8031/1058/10466/2201/776/2099/2804/22931/322/23230/348980/79753/10049/23431/7295/81793/6173/3987/8021/8273/10469/4826/79651/3552/25924/799/84750/3084/5366/23677/9066/5119/192683/3685/25909/399664/2583/85300/729956/10250/157680/9555/545/1119/9919"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",138,"138/1001","160/8929/2064/1454/1268/10554/9655/11035/80333/8832/408/51311/80725/10272/5179/4318/5686/2321/284217/5449/5139/4193/2956/387733/3172/81545/3696/10439/23303/3910/11145/157378/2719/8850/5734/10643/66008/7484/406984/114907/126731/54941/10363/2296/152330/1991/10411/2532/7520/9491/7850/3595/5336/7138/10461/1149/4853/11213/4063/51284/1870/200558/9839/552/26037/27091/4778/56999/6663/58524/3020/650/4436/4635/51804/2048/9564/306/94/51393/4880/5624/613/126961/8741/8742/1499/7292/84466/207/4920/775/3662/8744/25865/10626/4159/3752/6885/85477/6531/2651/7020/64175/64135/5972/55553/6092/1949/2201/776/284340/93649/2099/9362/4088/322/4094/9241/57498/5155/154810/81793/4848/3066/81033/85464/3552/3084/9066/192683/57057/22806/916/9555/147372/1001/2016"
"GO:0009056","GO:0009056","catabolic process",135,"135/1001","160/9342/1454/1268/54905/7320/5538/9655/23190/6155/408/158471/219931/4318/5686/84101/252969/10585/5333/55349/5139/4193/27005/6400/10236/11145/6122/66002/2719/11059/4101/2645/4907/9508/10643/339345/7345/57060/3312/54941/953/1991/8972/960/81858/124739/412/6907/140462/10411/57733/9491/6799/5336/196463/23352/4322/1149/9887/9554/11213/400566/23564/55706/230/56999/646625/29128/2731/5563/6048/8805/51102/8925/55614/2166/90427/36/7837/283848/8027/3320/5527/26268/226/79654/101927423/8741/8742/1499/56893/9939/27443/5136/149603/126767/4287/7466/207/3921/84706/161725/5549/11001/56985/643418/6885/6531/9604/345557/57115/57478/122970/4088/8452/8751/23230/140766/6173/3704/4848/8021/84570/23435/84750/3084/5366/23677/11047/399664/85300/23175/27338/2729/3183"
"GO:0032879","GO:0032879","regulation of localization",135,"135/1001","160/2064/1454/1268/5923/5538/2915/55140/11035/80333/8832/79085/408/51311/80725/961/29091/92749/54471/219931/55036/4318/2321/284217/4193/9501/5066/3172/9201/1759/3910/55646/7881/2719/64786/2645/5734/150577/406984/126731/3312/4646/1991/8811/326/201140/10411/114882/7850/5336/6355/11240/10461/1149/2695/90134/64328/2887/552/27091/56999/6456/650/51804/2048/9564/5314/306/94/5784/90427/2294/3993/51393/8027/613/1499/55722/4082/7292/148867/81/8633/7466/207/4920/775/291/3766/25865/10626/3752/85477/6648/2651/64175/64135/5972/776/284340/93649/3359/4088/55619/322/8751/9241/348980/79753/387129/10049/5155/154810/7295/81793/8021/81033/4826/79651/3552/25924/799/3084/5366/9066/192683/3685/85300/729956/84299/9555/256158/147372/9919/1001"
"GO:0051641","GO:0051641","cellular localization",135,"135/1001","160/9342/79989/2064/1454/7320/80333/8832/6155/408/84902/29091/54471/219931/27147/5449/1258/55327/6293/4193/9501/9201/1759/6400/23303/6122/54443/91056/9145/64786/23399/7277/151011/23322/22897/150577/66008/7345/219790/8938/3312/91782/4646/7109/201140/10411/114882/7520/9751/642636/27109/5336/3181/84910/9887/9554/112574/10123/830/55706/64328/27091/6456/23277/51332/23334/60684/5563/51804/2048/55614/5784/90427/2294/55835/3993/5624/134266/8027/613/3320/6103/1499/10807/9939/55722/10382/6731/3683/81/207/56001/775/2512/3766/91828/3921/100128553/55153/196383/85477/6531/8031/1058/10466/2099/2804/22931/8452/23230/79753/387129/10049/23431/7295/6173/8021/10469/7456/25924/799/84750/3084/5366/23677/9066/5119/399664/85300/729956/10250/9555/545/9919/1001"
"GO:0050793","GO:0050793","regulation of developmental process",122,"122/1001","160/8929/374462/2064/1454/1268/9655/23532/9518/80725/10272/54471/5686/2321/284217/5449/5139/4193/2956/387733/3172/11137/81545/3696/10439/23303/3910/11145/2719/8850/10562/66008/7484/406984/126731/10363/2296/152330/960/10411/3845/7520/9491/4853/11213/1870/200558/2001/9839/26037/4778/3214/64423/56999/6663/58524/3020/650/4436/51804/2048/306/94/2294/51393/4880/5624/613/126961/226/8741/8742/1499/1029/10276/7292/81/84466/207/4920/3662/8744/25865/10626/85477/55785/6531/2651/7020/64175/55553/6092/1949/2201/93649/2099/9362/4088/322/4094/9241/6300/57498/5155/5933/3987/4848/3066/7456/85464/3552/3084/3685/57057/10493/22806/916/9555/8425/147372/1001/2016"
"GO:0048584","GO:0048584","positive regulation of response to stimulus",114,"114/1001","2064/1454/1268/10554/5923/3656/9655/11035/408/10318/51311/9518/961/1511/1675/5179/388324/2046/4318/5686/2321/2956/153222/24138/8516/1936/2719/3340/8850/23399/9508/5734/22926/54941/8793/1991/81035/960/81858/6907/660/114882/4293/3845/7520/9491/5336/6355/4584/10461/2695/4853/11213/116449/51284/92747/1646/9839/2887/650/4436/10955/2048/9564/94/90427/8027/3320/8741/8742/285852/1499/1029/1796/7292/81/4287/207/4920/3662/25865/10626/9064/6885/2651/64135/284340/93649/2099/57115/57708/4088/57590/322/57498/5155/7295/81793/3987/3066/7456/3552/6574/799/3084/5366/27032/3685/152831/916/10462/147372/545/1001"
"GO:0006955","GO:0006955","immune response",111,"111/1001","157869/9342/1268/3656/9655/11035/8832/10318/51311/961/1511/1675/4318/5686/23071/2956/6947/54518/24138/9145/6402/5734/10562/3614/3312/54941/8793/1991/81035/8972/960/326/660/3845/7520/9491/7850/5336/6355/23352/11240/4584/4853/11213/9235/154664/116449/4063/51284/200558/246330/92747/830/230/3004/51411/3824/4436/10955/9564/306/55614/2294/23593/7837/56241/8344/8346/613/3320/26268/226/8741/8742/285852/9103/10871/1828/7292/3683/3662/2512/8744/25865/1265/161725/11001/6885/64135/2099/57115/240/4088/22931/57590/55619/8751/11024/163702/81793/9755/7456/3552/3685/8764/6286/3430/10493/10410/916/10462"
"GO:0006928","GO:0006928","movement of cell or subcellular component",109,"109/1001","160/8929/729920/200162/79989/2064/7320/55140/11035/8832/80725/961/4917/92749/2046/55036/4318/2321/284217/4193/9201/23303/3910/54443/5669/6402/5734/66008/7345/406984/3849/126731/3312/2296/8793/4646/10752/152330/1991/960/326/114882/3845/6355/11240/7138/10461/9839/2887/56999/6663/6456/4692/3801/51332/51411/650/4635/51804/2048/9564/5314/306/94/90990/55614/70/2294/5624/613/6103/8742/1499/10276/1796/3683/81/8633/84466/207/4920/775/25865/3752/6648/2651/6092/1949/776/284340/93649/4088/8452/55619/8751/9241/5155/154810/7456/3552/25924/84750/3084/3685/6286/57057/84299/256158/147372"
"GO:0008219","GO:0008219","cell death",108,"108/1001","2064/1268/7320/5538/11035/23532/408/9518/158471/388324/2046/4318/2321/55210/5139/4193/2956/25959/80315/8725/22926/406984/3849/43849/2296/8793/10752/960/81858/660/4293/3845/5336/10461/1149/4853/51643/1870/246330/23564/3004/6663/10904/650/5563/4436/10955/51804/2048/9564/5314/8805/284110/70/90427/23593/5624/143/101927423/8742/1499/1029/10276/27443/1828/5136/81/8633/84466/7466/207/4920/291/8744/25865/643418/6885/84216/85477/6648/7020/192286/6092/93649/2099/6707/4088/8452/322/9241/84289/10049/7295/3066/94027/23435/3552/799/5366/3685/8764/85300/3887/2729/84299/22806/916/196374"
"GO:0009605","GO:0009605","response to external stimulus",106,"106/1001","729920/249/2064/1268/3656/9655/408/10318/51311/961/1511/5179/114780/4917/219931/2046/2321/1258/4193/9201/25959/80315/24138/8725/6494/6402/10893/4907/5734/7484/3312/54941/8793/10752/152330/1991/81858/3845/7850/3595/5336/6355/11240/2695/11213/51284/6295/92747/2887/552/80036/51332/23334/51411/5563/6048/10955/2048/9564/8805/306/284110/2294/5624/8344/8346/613/1796/7292/8633/207/3662/25865/1265/9869/2326/161725/6531/64135/5972/6092/1949/284340/93649/2099/57115/4088/10919/9241/5155/163702/4016/81793/3066/7456/3053/3084/5366/3685/8764/2706/2729/10410/916/6507/6895"
"GO:0003008","GO:0003008","system process",97,"97/1001","8929/1268/5923/5538/2915/80333/170690/1511/5179/219931/1258/5139/4193/6338/390195/390649/1759/2703/8516/8387/157378/7881/66002/26533/10893/22926/7345/2555/2296/4646/10752/8811/6907/3845/23152/150681/7138/2695/2565/219869/164312/9177/552/27091/4778/6663/58524/4692/3801/80036/4635/2048/8925/94/5002/70/2764/51393/4880/613/6103/226/28987/7466/207/775/3766/1497/4159/3752/6648/6531/7020/5972/776/54429/93649/6340/124512/3359/4088/1364/5576/5155/3066/81033/3084/57057/2706/729956/2729/113146/256158/6507/147372/1001/83715"
"GO:0044281","GO:0044281","small molecule metabolic process",96,"96/1001","160/1593/2346/1268/54905/79085/158471/5686/252969/5449/5333/92483/5139/5066/6947/3172/11145/64841/9885/66002/3340/8850/2645/4907/3614/3312/953/8811/960/10411/9491/6799/27109/5336/27068/23564/55706/1646/552/641372/230/9469/646625/55967/7358/80760/2731/650/6533/5563/4436/29789/80222/10955/51102/2166/55699/36/4880/226/2977/5136/2230/6713/207/1497/9348/84706/2326/5549/11001/56985/197258/9435/84105/6568/8821/240/122970/5160/5155/171425/7295/3704/8021/2766/7384/799/84750/5366/85300/23175/339983/2729/6507/1119"
"GO:0007049","GO:0007049","cell cycle",93,"93/1001","8929/1454/7320/79027/728498/388324/5686/84101/81669/5139/4193/2956/25959/51175/11145/6494/54443/676/8850/23399/7277/64151/151011/22897/10763/339345/56655/219790/406984/57060/126731/3312/2296/91782/642636/9491/2077/4853/112574/10320/1870/55706/4439/10904/29128/650/5563/4436/5314/84464/57018/55835/3993/4880/56241/613/3320/9656/1499/1029/10807/55722/27443/10382/207/79000/51289/1058/93649/113457/4088/8452/322/64343/10919/6300/49856/5155/440822/5933/4848/8021/23435/3552/4172/5119/25909/29947/5522/23175/27338/9555/545"
"GO:0032940","GO:0032940","secretion by cell",92,"92/1001","9342/1268/8832/408/51311/80725/961/1511/1675/29091/4318/5686/23071/55327/9501/5066/6947/3172/6400/9145/6402/7277/2645/5734/10562/3614/8938/3312/1991/8972/960/10411/7520/9751/7850/6355/23352/11240/10461/1149/2695/9554/154664/552/230/51411/9144/29789/306/2294/23593/3993/8027/613/3320/226/1828/4082/7292/3683/81/775/2512/291/91828/1265/10626/11001/100128553/85477/64175/64135/5972/776/240/2162/22931/322/8492/5155/81793/4826/79651/3552/25924/9066/192683/3685/6286/10493/8425/6507"
"GO:0023056","GO:0023056","positive regulation of signaling",88,"88/1001","2064/1454/10554/5923/3656/11035/408/9518/388324/2046/4318/5686/2321/153222/24138/8516/1936/2719/3340/8850/23399/2645/9508/22926/8793/1991/960/81858/6907/114882/4293/3845/9491/6355/10461/2695/4853/10590/116449/1646/9839/2887/27091/650/10955/2048/94/90427/8027/8742/285852/1499/1796/81/207/4920/25865/10626/9064/6885/2651/284340/93649/2099/57708/4088/57590/57498/5155/7295/3987/3066/4826/3552/6574/25924/799/3084/5366/27032/3685/152831/729956/916/6507/147372/545/1001"
"GO:0007267","GO:0007267","cell-cell signaling",87,"87/1001","160/9342/1454/1268/7320/5923/5538/2915/9899/408/9518/84902/5179/8532/5686/55327/3172/1759/2703/1132/9145/2719/23399/2645/7484/2555/8938/3312/152330/6907/10411/3845/219287/9751/9491/5336/1501/6355/10461/2695/2565/10590/273/9177/9839/2887/26037/27091/6663/650/946/5563/2048/5100/1499/4082/4287/23504/207/4920/775/291/3766/8744/6885/6531/5972/1949/776/2099/9362/3359/4088/8452/9241/5155/154810/7295/94027/4826/25924/9066/2706/729956/8425/6507/1001"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",87,"87/1001","2064/1268/7320/9655/8832/23532/408/10318/10272/94031/5922/2046/4318/5686/2321/4193/9501/25959/1759/153222/8725/2719/23322/4907/5734/7345/54941/57732/1991/960/81858/219287/9491/7850/11240/10461/1149/11213/246330/23035/92747/150290/2887/6663/6456/23334/650/5563/2048/5314/2294/7837/5624/8027/613/5527/1499/7292/7466/207/4920/3662/161725/79000/5998/6648/6531/6092/2201/284340/93649/2099/4088/8452/9241/5155/5933/7295/4848/3552/3084/23677/3685/57057/2729/916/6895"
"GO:0009719","GO:0009719","response to endogenous stimulus",86,"86/1001","8929/249/2064/2915/9655/9518/10272/5179/94031/2046/5139/4193/5066/3172/25959/153222/80315/1786/8516/8725/1132/2719/3340/8850/2645/5734/114907/2296/960/10411/114882/3845/11240/1149/2695/343/1646/2887/552/6663/6456/3020/650/5563/9564/84464/306/94/55614/1499/1828/7292/2230/207/4920/25865/10626/6885/2651/5972/8031/55553/9604/6092/2201/79801/93649/2099/4088/1364/9241/348980/5576/57498/3987/4848/3066/94027/10888/799/23677/152831/2706/23175/2729/8425"
"GO:0042127","GO:0042127","regulation of cell proliferation",80,"80/1001","8929/2064/11035/23532/961/388324/4318/2321/5449/5333/4193/3172/25959/1786/1397/2719/8850/10763/219790/406984/8793/1991/660/3845/7520/3595/6355/3977/1646/552/6663/4692/650/51804/5314/8805/94/5784/2294/4880/5527/8741/8742/1499/1029/5136/149603/7292/207/4920/8744/25865/10294/11095/85477/6648/2651/7020/64175/79801/93649/2099/4088/8452/9241/84289/5155/163702/3066/3552/3084/23677/3685/8764/57057/152831/22806/916/1001/2016"
"GO:0001775","GO:0001775","cell activation",78,"78/1001","9342/2064/1268/9655/11035/8832/408/51266/51311/961/1511/1675/4318/5686/23071/5449/2956/6947/54518/23303/9145/6402/5734/10562/3614/3849/3312/1991/8972/960/326/660/7520/5336/23352/11240/10461/4853/154664/10320/4063/51284/200558/230/51411/4436/306/2294/23593/613/3320/226/8741/1499/1828/7292/3683/84466/207/3662/2512/8744/1265/11001/1949/240/4088/22931/55619/64343/5155/3685/8764/6286/10493/2729/22806/916"
"GO:0007155","GO:0007155","cell adhesion",78,"78/1001","2064/9655/8832/10318/80725/961/10272/29091/2046/10446/1404/284217/54518/3696/1008/3910/8516/6494/54749/6402/10893/4907/10562/158326/953/10752/152330/1991/960/660/57453/1501/28316/8214/10461/9235/4063/56999/57451/1010/3801/650/946/9564/5314/94/2294/5100/1499/1029/10276/1828/7292/3683/81/4287/84466/89858/79414/207/8744/25865/3921/2651/6092/1949/9080/4088/1364/8751/10049/1004/3987/27032/3685/8764/916/1001"
"GO:0048870","GO:0048870","cell motility",78,"78/1001","8929/2064/7320/55140/11035/8832/80725/961/92749/2046/55036/4318/2321/284217/4193/9201/3910/54443/5669/6402/5734/406984/3849/126731/2296/8793/10752/1991/960/326/114882/3845/6355/11240/10461/9839/56999/6663/4692/51411/650/51804/9564/306/94/2294/5624/613/8742/1499/10276/3683/81/8633/84466/207/4920/25865/6648/2651/284340/93649/4088/8452/55619/8751/9241/5155/154810/3552/84750/3084/3685/6286/57057/84299/256158/147372"
"GO:0051674","GO:0051674","localization of cell",78,"78/1001","8929/2064/7320/55140/11035/8832/80725/961/92749/2046/55036/4318/2321/284217/4193/9201/3910/54443/5669/6402/5734/406984/3849/126731/2296/8793/10752/1991/960/326/114882/3845/6355/11240/10461/9839/56999/6663/4692/51411/650/51804/9564/306/94/2294/5624/613/8742/1499/10276/3683/81/8633/84466/207/4920/25865/6648/2651/284340/93649/4088/8452/55619/8751/9241/5155/154810/3552/84750/3084/3685/6286/57057/84299/256158/147372"
"GO:0002682","GO:0002682","regulation of immune system process",76,"76/1001","2064/1268/3656/9655/11035/8832/10318/51311/961/1511/1675/10272/5686/2956/8850/6402/5734/54941/2296/1991/81035/326/660/3845/7520/9491/5336/6355/11240/4584/10461/4853/11213/51284/200558/92747/4778/3020/3824/4436/9564/2294/613/3320/126961/8741/285852/1499/10871/7292/3683/207/4920/3662/8744/25865/161725/6885/85477/64135/1949/284340/2099/57115/4088/57590/11024/163702/81793/7456/3552/8764/22806/916/10462/6895"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",76,"76/1001","160/8929/1454/1268/10554/9655/51311/5179/4318/2321/5449/5139/2956/81545/3696/10439/5734/54941/2296/1991/10411/7520/3595/5336/11213/4063/51284/9839/552/6663/650/4436/51804/2048/9564/306/94/51393/4880/8741/8742/1499/7292/207/4920/3662/8744/25865/10626/6885/85477/6531/2651/7020/64175/64135/55553/6092/2201/284340/93649/9362/4088/322/9241/57498/5155/154810/3066/3552/3084/192683/57057/916/9555/147372"
"GO:0045321","GO:0045321","leukocyte activation",72,"72/1001","9342/2064/1268/9655/11035/8832/51311/961/1511/1675/4318/5686/23071/5449/2956/6947/54518/23303/9145/6402/5734/10562/3614/3312/1991/8972/960/326/660/7520/5336/23352/11240/10461/4853/154664/10320/4063/51284/200558/230/51411/4436/306/2294/23593/613/3320/226/8741/1499/1828/7292/3683/207/3662/2512/8744/1265/11001/1949/240/4088/22931/55619/64343/3685/8764/6286/10493/22806/916"
"GO:0022402","GO:0022402","cell cycle process",71,"71/1001","8929/1454/7320/79027/728498/5686/84101/5139/4193/2956/25959/51175/54443/676/8850/23399/7277/64151/151011/22897/10763/339345/56655/219790/406984/57060/126731/91782/642636/9491/4853/112574/55706/4439/5563/4436/5314/84464/55835/3993/56241/3320/9656/1499/1029/10807/55722/27443/10382/207/79000/51289/1058/4088/8452/322/10919/6300/49856/5155/5933/4848/8021/3552/4172/5119/25909/29947/23175/27338/9555"
"GO:0023057","GO:0023057","negative regulation of signaling",71,"71/1001","2064/7320/9655/23532/408/10318/10272/94031/5922/2046/4318/5686/2321/4193/9501/25959/1759/153222/8725/2719/23322/7345/54941/57732/960/219287/9491/7850/11240/10461/1149/11213/246330/23035/92747/150290/2887/552/6663/6456/23334/650/5563/2048/5314/7837/8027/5527/1499/7466/207/4920/3662/161725/5998/6648/2201/93649/2099/4088/8452/9241/5155/4848/3552/3084/23677/3685/57057/2729/916"
"GO:0051094","GO:0051094","positive regulation of developmental process",69,"69/1001","160/8929/1454/1268/9655/9518/54471/2321/5449/5139/2956/11137/81545/3696/10439/10562/2296/10411/3845/7520/11213/9839/3214/56999/6663/650/4436/51804/2048/306/94/51393/4880/5624/8741/8742/1499/1029/10276/7292/207/4920/8744/25865/10626/85477/6531/2651/7020/64175/55553/6092/2201/93649/9362/4088/322/9241/6300/57498/5155/3987/3066/3552/3084/57057/916/9555/147372"
"GO:0002252","GO:0002252","immune effector process",68,"68/1001","9342/9655/11035/8832/51311/961/1511/1675/4318/5686/23071/2956/6947/54518/24138/9145/6402/5734/10562/3614/3312/54941/1991/8972/960/326/7520/5336/23352/11240/4853/11213/154664/4063/51284/200558/230/51411/3824/4436/10955/306/2294/23593/613/3320/226/8741/1828/7292/3683/3662/2512/1265/11001/6885/64135/240/22931/55619/163702/7456/5366/3685/6286/10493/10410/6895"
"GO:0022414","GO:0022414","reproductive process",66,"66/1001","249/79989/1268/7320/170690/408/10272/4318/5333/5139/2956/5066/3172/153222/3696/5669/676/23399/136332/339345/7484/2296/412/3845/642636/10461/2695/29842/55706/552/4439/4158/58524/4436/51804/84464/114792/4880/226/1499/1828/148327/207/4920/5972/8031/6092/93649/2099/1364/8751/219793/9241/10049/5676/5680/5155/440822/51742/94027/3552/84750/2583/29947/2706/6895"
"GO:0009628","GO:0009628","response to abiotic stimulus",60,"60/1001","7320/408/51311/5179/114780/5686/1258/4193/2956/5066/80315/1936/6494/10893/5734/3312/1991/3845/7520/9491/2695/164312/10777/51284/6295/55706/552/158297/80036/650/4436/94/90427/51393/4880/3320/10276/81/4287/207/1497/1265/10294/2326/93649/286133/4088/10049/7295/84328/3066/8021/2766/3552/5366/10715/2729/6649/6507/545"
"GO:0002520","GO:0002520","immune system development",52,"52/1001","2064/9655/11035/51266/10272/4318/5686/5449/2956/1397/55646/54443/2719/8850/5734/219790/2296/326/660/7520/9491/5336/10461/4853/11213/10320/4063/200558/4778/3214/54861/3020/4436/51804/613/126961/8741/1499/7292/4920/775/3662/8744/85477/55553/4088/55619/64343/84750/147744/22806/916"
"GO:0051050","GO:0051050","positive regulation of transport",52,"52/1001","160/2064/5538/408/51311/961/54471/4193/9501/1759/55646/2719/2645/5734/150577/8811/10411/114882/5336/10461/2695/64328/552/2048/90427/51393/8027/613/7292/81/7466/207/10626/85477/64135/776/3359/322/79753/387129/5155/4826/3552/25924/799/3084/5366/9066/192683/3685/9919/1001"
"GO:0002684","GO:0002684","positive regulation of immune system process",51,"51/1001","1268/3656/9655/8832/10318/51311/961/1511/1675/5686/2956/54941/2296/1991/81035/660/3845/7520/9491/5336/6355/4584/11213/51284/92747/4436/9564/2294/3320/8741/285852/7292/207/4920/3662/8744/25865/6885/85477/64135/1949/284340/2099/57115/57590/81793/7456/3552/8764/916/10462"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",50,"50/1001","2064/51266/9518/4318/2321/5333/3696/10439/8516/6949/7484/406984/57125/2296/10411/7138/1870/2001/9839/56999/51804/2048/306/8925/94/55614/5784/70/2294/5100/8742/1499/405754/4920/25865/7020/2201/284340/4088/8452/8751/9241/154810/4848/3066/3552/3685/57057/113146/147372"
"GO:0009607","GO:0009607","response to biotic stimulus",50,"50/1001","249/1268/3656/10318/51311/961/1511/5179/54499/387733/9201/24138/8725/5734/54941/8793/1991/3595/5336/6355/11213/51284/92747/6048/10955/84464/306/284110/8344/8346/613/7292/7466/207/3662/2326/64135/5972/57115/4088/8751/163702/4016/3066/7456/5366/8764/2706/10410/6895"
"GO:0040012","GO:0040012","regulation of locomotion",47,"47/1001","2064/55140/11035/80725/4318/2321/284217/4193/3910/1132/5734/406984/126731/1991/326/114882/6355/11240/56999/650/9564/306/94/2294/613/81/8633/207/4920/25865/6648/2651/6092/284340/93649/4088/55619/8751/9241/5155/154810/3552/3084/3685/84299/256158/147372"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",46,"46/1001","8929/2064/9655/8832/408/51311/10272/4193/5734/66008/7484/406984/54941/10363/2296/152330/1991/7850/7138/10461/1149/11213/1870/552/56999/6663/650/51804/2048/94/4880/5624/613/1499/7292/64135/55553/6092/1949/93649/4088/9241/5155/3066/3084/1001"
"GO:0051707","GO:0051707","response to other organism",45,"45/1001","249/1268/3656/10318/51311/961/1511/5179/9201/24138/8725/5734/54941/8793/1991/3595/5336/6355/11213/51284/92747/6048/10955/306/284110/8344/8346/613/7292/207/3662/2326/64135/5972/57115/4088/163702/4016/3066/7456/5366/8764/2706/10410/6895"
"GO:0040008","GO:0040008","regulation of growth",44,"44/1001","2064/5538/9655/23532/27346/1511/94031/5449/3172/10439/8725/6494/2719/406984/2296/1991/4853/29842/552/4692/3020/51804/9564/94/51393/4880/1029/10276/7466/207/6531/4496/84312/93649/9362/4088/322/8751/9241/84289/3084/23677/57057/8425"
"GO:0008284","GO:0008284","positive regulation of cell proliferation",44,"44/1001","2064/23532/961/4318/2321/5449/4193/1397/10763/219790/406984/1991/3845/3595/3977/1646/552/6663/650/5314/94/2294/8741/8742/1499/149603/7292/207/8744/25865/10294/2651/93649/2099/8452/9241/5155/3066/3084/3685/57057/152831/916/1001"
"GO:0044087","GO:0044087","regulation of cellular component biogenesis",44,"44/1001","170690/29091/23300/25959/54443/8850/5734/126731/3312/10411/7520/9554/830/57451/158297/51332/6048/51804/2048/84464/94/90427/2764/55835/8027/3320/1499/10382/85477/6092/2099/4088/49856/10049/3987/4848/7456/85464/5366/5119/57057/84299/545/83715"
"GO:0030029","GO:0030029","actin filament-based process",43,"43/1001","408/5066/25959/54443/5734/219790/4646/10411/3845/7138/830/26037/64423/51332/4635/51804/9564/70/2764/3993/613/226/4082/339451/81/4287/775/1265/3752/55153/85477/55785/728233/776/4088/8452/10049/154810/7456/85464/25924/27032/83715"
"GO:0044703","GO:0044703","multi-organism reproductive process",43,"43/1001","79989/1268/7320/170690/10272/4318/5139/5066/5669/676/23399/136332/339345/2296/412/3845/642636/10461/2695/29842/55706/552/4436/114792/4880/226/1499/1828/148327/207/2099/1364/219793/5676/5680/440822/51742/94027/84750/2583/29947/2706/6895"
"GO:0019725","GO:0019725","cellular homeostasis",41,"41/1001","5538/2915/79085/408/219931/54499/23071/1258/2645/5734/56655/1991/8811/201140/5336/6355/10590/552/5314/226/6434/148867/7466/775/2512/51289/285195/8031/4496/2099/286133/4088/387129/7295/254428/799/27032/3685/65012/27338/2729"
"GO:0001816","GO:0001816","cytokine production",41,"41/1001","10554/9655/11035/8832/408/51311/9508/5734/10643/54941/1991/326/2532/7520/7850/3595/5336/10461/1149/11213/4063/51284/1499/7292/3662/25865/10626/6885/64135/284340/4088/4094/64343/81793/3066/3552/192683/3685/916/147372/1001"
"GO:0007017","GO:0007017","microtubule-based process",40,"40/1001","160/200162/79989/2064/4130/7320/728498/92749/55036/23303/51175/8850/136332/7277/66008/7345/126731/3312/4646/55706/158297/6456/3801/5314/90990/55614/55835/3993/6103/1499/55722/10382/4287/79000/1058/10579/83473/113457/49856/5119"
"GO:0051093","GO:0051093","negative regulation of developmental process",40,"40/1001","8929/2064/9655/23532/10272/4193/66008/7484/406984/10363/2296/152330/10411/3845/1870/2001/56999/6663/650/51804/2048/94/4880/613/1499/7292/81/55553/6092/1949/93649/4088/9241/5155/5933/3066/3084/3685/10493/1001"
"GO:0044419","GO:0044419","interspecies interaction between organisms",40,"40/1001","160/6155/10318/1511/4193/2956/24138/26762/6122/11059/8850/3312/91782/8732/1991/7520/23352/55706/1499/291/3921/6885/64135/1058/1949/57115/9080/4088/64343/5933/6173/8021/9755/23435/5119/3685/8764/10410/6895/4774"
"GO:0055114","GO:0055114","oxidation-reduction process",39,"39/1001","1593/1268/54905/79085/55349/92483/5066/7881/66002/2645/3614/201140/1646/230/55967/7358/2731/650/51102/36/7837/226/2230/6713/207/2326/11001/6648/64175/192286/84105/240/5160/7295/4016/2766/7384/10493/6649"
"GO:0032504","GO:0032504","multicellular organism reproduction",35,"35/1001","79989/1268/7320/170690/408/10272/5139/5066/153222/676/23399/136332/339345/2296/642636/10461/55706/552/4436/114792/4880/1499/1828/148327/207/6092/2099/219793/440822/51742/94027/2583/29947/2706/6895"
"GO:0003006","GO:0003006","developmental process involved in reproduction",35,"35/1001","249/79989/7320/408/10272/5333/5139/3172/3696/7484/2296/642636/10461/4158/58524/4436/51804/114792/4880/1499/207/4920/5972/8031/6092/93649/2099/8751/9241/10049/5155/51742/3552/2706/6895"
"GO:0048609","GO:0048609","multicellular organismal reproductive process",35,"35/1001","79989/1268/7320/170690/408/10272/5139/5066/153222/676/23399/136332/339345/2296/642636/10461/55706/552/4436/114792/4880/1499/1828/148327/207/6092/2099/219793/440822/51742/94027/2583/29947/2706/6895"
"GO:0008285","GO:0008285","negative regulation of cell proliferation",34,"34/1001","8929/2064/388324/2321/5449/3172/25959/2719/8850/406984/6355/6663/4692/650/8805/94/5784/4880/5527/1499/1029/4920/11095/85477/6648/7020/64175/93649/4088/9241/84289/163702/3552/23677"
"GO:0016049","GO:0016049","cell growth",32,"32/1001","2064/5538/9655/27346/94031/55210/3172/9201/10439/8725/6494/9839/552/6456/4692/3020/9564/94/51393/1499/1029/10276/207/93649/9362/4088/322/8751/3084/23677/8425/2016"
