"","ID","Description","Count","GeneRatio","geneID"
"GO:0009056","GO:0009056","catabolic process",129,"129/910","9342/1454/54905/7320/5538/9655/6155/408/9320/219931/4318/1056/10585/5333/55349/4193/27005/23192/11145/6122/66002/2719/11059/2645/130507/9508/10643/339345/29953/57060/54941/6157/953/1991/8972/8451/960/81858/124739/6907/140462/10411/57733/9491/6799/5336/196463/23352/54464/4322/1149/9887/9554/5009/11213/400566/23564/55706/230/56999/5599/646625/29128/7040/2731/5563/155066/6048/8805/8925/55614/2166/3416/90427/7837/283848/8027/3320/5527/226/163/101927423/8741/8742/1499/51465/56893/9939/27443/55139/149603/152503/7466/124997/84706/161725/5549/56985/54476/6898/643418/6223/9604/66036/345557/57115/4128/57478/8751/23230/140766/3326/6173/3704/4036/8021/8266/84570/84750/3084/5366/11047/399664/85300/23175/8824/27338/2729/3183"
"GO:0032879","GO:0032879","regulation of localization",124,"124/910","79792/2064/1454/5923/5538/80333/8832/79085/408/51311/80725/961/29091/92749/219931/55036/4318/2321/284217/4193/9501/3172/9201/1759/3910/152/55646/7881/2719/64786/2645/5734/406984/4646/1991/8811/10411/5336/6355/11240/10461/1149/2887/27091/56999/6456/5599/7040/10509/650/9886/51804/9564/5314/9734/94/5784/2324/90427/2294/3993/51393/8027/613/163/1499/51465/55722/7292/148867/8633/7466/4920/775/291/3766/25865/10626/3752/85477/6223/6648/2651/64175/64135/5972/84962/776/284340/93649/3359/55619/322/8751/3326/9241/348980/10049/154810/7295/81793/10333/8021/81033/4826/3552/25924/84959/799/3084/5366/9066/3685/5579/51057/85300/729956/84299/9555/256158/8645/147372/9919/1001"
"GO:0051641","GO:0051641","cellular localization",124,"124/910","9342/6891/2064/1454/7320/80333/8832/6155/408/29091/219931/1258/55327/9217/4193/9501/9201/23192/1759/23303/6122/54443/91056/9145/64786/23399/7277/23322/22897/8938/6157/91782/4646/7109/10411/7520/9751/27109/5336/9117/3181/401258/84910/9887/9554/5009/112574/10123/830/55706/27091/6456/5599/23277/7040/51332/23334/60684/5563/51804/55614/5784/90427/2294/55835/3993/134266/29800/2516/8027/613/3320/163/1499/51465/9939/55722/10382/6731/3683/56001/775/2512/3766/124997/6547/55153/196383/85477/6223/8031/1058/10466/84962/2099/2804/22931/23230/3326/10049/23431/7295/6173/8021/8266/10469/7456/25924/84959/799/84750/3084/5366/9066/5119/399664/85300/729956/10250/79608/9555/545/9919/1001"
"GO:0050793","GO:0050793","regulation of developmental process",118,"118/910","8929/374462/2064/1454/9655/23532/9320/9518/80725/23098/10272/2321/284217/8361/4193/387733/3172/81545/3696/23303/3910/11145/152/2719/8850/10562/406984/10363/2296/28959/343472/8451/960/10411/3845/7520/9491/6692/84283/4853/11213/1870/2001/9839/257101/26037/64423/56999/6663/7040/58524/6019/3020/10509/650/4436/9886/51804/9734/94/2324/2294/51393/2516/613/226/163/8741/8742/1499/1029/10276/7292/152503/85414/84466/4920/3662/8744/25865/10626/85477/6223/2651/7020/64175/55553/6092/1949/2201/93649/2099/54674/322/3326/9241/57498/5933/3987/4036/3066/9204/7456/85464/3552/84959/3084/3685/5579/51057/57057/10493/22806/916/9555/8425/147372/1001"
"GO:0006955","GO:0006955","immune response",111,"111/910","79792/9342/6891/3656/9655/8832/10318/51311/961/23098/1675/89790/4318/23071/6947/24138/9145/6402/5734/10562/117157/3614/54941/8793/1991/81035/8972/960/660/3845/7520/9491/5336/6355/23352/11240/4584/401258/4853/11213/154664/116449/4063/51284/51348/246330/92747/830/257101/230/3004/5599/7040/353219/51411/4436/10955/9564/55614/2294/7837/8344/8346/613/3320/226/8741/8742/285852/79895/124976/9103/10871/1828/7292/3683/3662/2512/8744/25865/1265/161725/6223/64135/2099/57115/240/932/22931/55619/8751/3326/11024/163702/81793/10333/9755/7456/3552/7087/3685/8764/5579/6286/3430/10493/10159/10410/916/5079/10462"
"GO:0048584","GO:0048584","positive regulation of response to stimulus",111,"111/910","2064/1454/10554/5923/3656/9655/408/10318/51311/9518/961/23098/1675/5179/388324/4318/2321/153222/24138/8516/152/2719/3340/8850/23399/9508/5734/9244/117157/22926/54941/8793/1991/81035/960/81858/6907/660/4293/3845/7520/9491/5336/6355/4584/10461/4853/11213/116449/51284/92747/1646/9839/2887/5599/7040/650/4436/10955/9564/94/10927/2324/90427/8027/3320/8741/8742/285852/1499/1029/7292/9982/4920/3662/25865/10626/6223/2651/64135/84962/284340/93649/2099/57115/57708/322/3326/57498/7295/81793/10333/3987/3066/7456/3552/6574/799/3084/5366/3685/5579/152831/10159/11183/916/5079/10462/147372/545/1001"
"GO:0008219","GO:0008219","cell death",99,"99/910","79792/2064/7320/5538/23532/408/9518/23098/388324/4318/2321/55210/4193/25959/80315/26586/9244/22926/406984/2296/8793/10752/8451/960/81858/660/4293/3845/5336/84283/10461/1149/4853/1870/246330/23564/3004/6663/5599/10904/7040/650/5563/4436/10955/51804/9564/5314/8805/284110/2324/70/90427/143/163/101927423/8742/1499/1029/10276/27443/1828/8633/84466/7466/4920/291/8744/25865/54476/643418/85477/6648/7020/6092/93649/2099/322/3326/9241/10049/7295/10333/3066/94027/3552/799/5366/3685/8764/5579/85300/3887/2729/84299/22806/11183/916/196374"
"GO:0009605","GO:0009605","response to external stimulus",98,"98/910","79792/249/2064/3656/9655/408/10318/51311/961/5179/114780/89790/219931/2321/1258/4193/9201/25959/80315/24138/6494/6402/10893/5734/54941/8793/10752/1991/81858/3845/3595/5336/6355/11240/5009/11213/5495/51284/6295/92747/2887/5599/7040/80036/51332/23334/51411/10509/5563/23349/6048/10955/9564/8805/284110/2294/8344/8346/613/7292/8633/3662/25865/1265/9869/2326/161725/54476/6223/10077/64135/5972/6092/1949/284340/93649/2099/57115/9397/10919/9241/163702/81793/10333/3066/7456/3053/84959/3084/5366/3685/8764/2706/2729/10410/916/6507/6895"
"GO:0006928","GO:0006928","movement of cell or subcellular component",97,"97/910","8929/2064/7320/8832/80725/961/92749/55036/4318/64147/2321/284217/4193/9201/23303/3910/54443/5669/6402/5734/406984/9578/2296/8793/4646/343472/10752/1991/960/3845/6355/11240/7138/10461/1767/9839/2887/56999/6663/6456/22989/7040/4692/3801/51332/51411/10509/650/4635/9886/51804/9564/5314/9734/94/55614/2324/70/2294/613/163/8742/1499/124976/10276/3683/8633/84466/4920/775/25865/3752/6223/6648/2651/6092/1949/84962/776/284340/93649/55619/8751/9241/154810/7456/3552/25924/84750/3084/3685/6286/51057/57057/84299/256158/147372"
"GO:0003008","GO:0003008","system process",88,"88/910","8929/5923/5538/80333/170690/5179/219931/1056/1258/4193/6338/390649/1759/8516/8387/152/157378/7881/66002/26533/10893/130507/6505/347148/22926/29953/2555/2296/4646/10752/8811/6907/25769/3845/23152/7138/2565/27091/6663/7040/58524/4692/3801/80036/23349/4635/8925/94/2324/5002/70/2764/51393/613/120787/226/390445/28987/7466/775/3766/1497/4159/6547/3752/6648/7020/5972/776/93649/3359/5576/4036/3066/81033/3084/57057/2706/729956/2729/113146/10159/256158/8645/6507/147372/1001/83715"
"GO:0023056","GO:0023056","positive regulation of signaling",87,"87/910","2064/1454/10554/5923/3656/408/9518/388324/4318/2321/153222/24138/8516/152/2719/3340/8850/23399/2645/9508/9244/22926/8793/1991/960/81858/6907/25769/4293/3845/9491/6355/10461/4853/10590/116449/1646/9839/2887/27091/5599/7040/650/10955/94/10927/2324/90427/8027/8742/285852/1499/9982/4920/25865/10626/6547/2651/84962/284340/93649/2099/57708/3326/57498/7295/10333/3987/3066/4826/3552/6574/25924/799/3084/5366/3685/5579/152831/729956/10159/11183/916/6507/147372/545/1001"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",87,"87/910","2064/7320/9655/8832/23532/408/9320/10318/23098/10272/94031/89790/5922/4318/2321/4193/9501/25959/1759/153222/2719/23322/5734/79883/54941/57732/1991/960/81858/219287/9491/11240/10461/1149/11213/5495/246330/23035/92747/150290/2887/6663/6456/7040/23334/10509/650/5563/5314/2324/2294/7837/8027/613/5527/1499/51465/7292/7466/4920/3662/161725/5998/6223/6648/6092/2201/84962/284340/93649/2099/9241/5933/7295/10333/4036/3552/84959/3084/3685/4140/5579/57057/2729/916/6895/51162"
"GO:0032940","GO:0032940","secretion by cell",85,"85/910","79792/9342/8832/408/51311/80725/961/1675/29091/4318/23071/55327/9501/6947/3172/152/9145/6402/7277/2645/6505/5734/10562/3614/8938/1991/8972/960/10411/7520/9751/6355/9117/84283/23352/11240/401258/10461/1149/9554/154664/230/7040/51411/9144/29789/2294/3993/8027/613/3320/226/79895/1828/7292/3683/775/2512/291/1265/10626/85477/64175/64135/5972/776/240/2162/932/22931/322/3326/8492/81793/10333/4826/3552/25924/9066/3685/6286/10493/10159/8425/6507"
"GO:0044281","GO:0044281","small molecule metabolic process",83,"83/910","2346/54905/79085/6392/1056/5333/92483/6947/3172/11145/64841/9885/66002/3340/8850/2645/3614/79849/953/8811/960/10411/9491/6799/27109/5336/1582/6390/79877/5009/23564/55706/1646/230/9469/1717/646625/55967/7358/7040/6019/2731/650/6533/5563/4436/29789/80222/10955/2166/55699/226/2977/85414/1497/84706/2326/5549/56985/6898/4191/4779/6568/8821/240/171425/7295/3704/4036/8021/2766/7384/799/84750/5366/85300/23175/8824/339983/140838/54898/2729/6507"
"GO:0007267","GO:0007267","cell-cell signaling",83,"83/910","9342/1454/7320/5923/5538/408/9518/5179/8532/1056/55327/3172/1759/152/1132/9145/2719/23399/2645/6505/29953/2555/8938/6907/10411/25769/3845/219287/205147/9751/9491/5336/1501/6355/10461/2565/10590/273/9839/2887/26037/27091/6663/650/946/5563/23349/10927/2516/163/1499/9982/23504/4920/775/291/3766/8744/56129/6547/10077/5972/1949/776/2099/3359/56123/56124/9241/154810/7295/5122/94027/4826/25924/9066/2706/729956/79608/10159/8425/6507/1001"
"GO:0002682","GO:0002682","regulation of immune system process",82,"82/910","2064/3656/9655/8832/10318/51311/961/23098/1675/10272/8361/8850/6402/5734/117157/54941/2296/28959/1991/81035/8451/660/3845/7520/9491/5336/6355/11240/4584/10461/4853/11213/5495/51284/51348/92747/257101/5599/7040/3020/4436/9564/2294/613/3320/8741/285852/1499/124976/10871/7292/3683/4920/3662/8744/25865/161725/54476/85477/6223/10077/64135/1949/284340/2099/57115/3326/11024/163702/81793/10333/7456/3552/84959/7087/8764/5579/22806/916/5079/10462/6895"
"GO:0009719","GO:0009719","response to endogenous stimulus",82,"82/910","8929/249/2064/9655/9518/10272/5179/94031/4193/3172/25959/153222/80315/8516/1132/2719/3340/8850/2645/5734/2296/960/10411/3845/6692/11240/54464/1149/5009/343/1646/2887/6663/6456/7040/3020/650/5563/155066/9564/84464/9734/94/55614/3416/2516/1499/1828/7292/9982/4920/25865/10626/6898/6547/2651/5972/8031/55553/9604/6092/2201/79801/93649/2099/3326/9241/348980/5576/57498/10333/3987/4036/3066/94027/799/5579/152831/2706/23175/2729/8425"
"GO:0007155","GO:0007155","cell adhesion",78,"78/910","2064/9655/8832/9074/10318/80725/961/10272/29091/89790/10446/1056/284217/3696/1008/3910/8516/6494/54749/6402/10893/10562/158326/953/10752/1991/960/660/57453/1501/28316/8214/10461/4063/56999/57451/7040/3801/650/946/9564/5314/94/2294/1499/1029/10276/1828/7292/3683/84466/89858/79414/57549/8744/25865/56129/10077/2651/6092/1949/84962/56123/56124/9080/8751/10049/1004/3987/84959/7087/3685/8764/51057/151887/916/51162/1001"
"GO:0042127","GO:0042127","regulation of cell proliferation",77,"77/910","8929/2064/23532/961/388324/4318/2321/5333/4193/3172/25959/6320/1397/2719/8850/10763/9244/406984/8793/1991/8451/660/3845/7520/3595/6692/6355/5813/3977/1646/6663/1717/7040/4692/650/51804/5314/8805/94/5784/2324/2294/5527/8741/8742/1499/1029/149603/7292/9982/4920/8744/25865/10294/85477/6648/10077/2651/7020/64175/79801/93649/2099/9241/163702/4036/3066/3552/3084/3685/8764/57057/152831/22806/916/51162/1001"
"GO:0048870","GO:0048870","cell motility",76,"76/910","8929/2064/7320/8832/80725/961/92749/55036/4318/2321/284217/4193/9201/3910/54443/5669/6402/5734/406984/9578/2296/8793/343472/10752/1991/960/3845/6355/11240/10461/1767/9839/56999/6663/7040/4692/51411/10509/650/9886/51804/9564/9734/94/2324/2294/613/8742/1499/124976/10276/3683/8633/84466/4920/25865/6223/6648/2651/84962/284340/93649/55619/8751/9241/154810/3552/84750/3084/3685/6286/51057/57057/84299/256158/147372"
"GO:0051674","GO:0051674","localization of cell",76,"76/910","8929/2064/7320/8832/80725/961/92749/55036/4318/2321/284217/4193/9201/3910/54443/5669/6402/5734/406984/9578/2296/8793/343472/10752/1991/960/3845/6355/11240/10461/1767/9839/56999/6663/7040/4692/51411/10509/650/9886/51804/9564/9734/94/2324/2294/613/8742/1499/124976/10276/3683/8633/84466/4920/25865/6223/6648/2651/84962/284340/93649/55619/8751/9241/154810/3552/84750/3084/3685/6286/51057/57057/84299/256158/147372"
"GO:0007049","GO:0007049","cell cycle",75,"75/910","8929/1454/7320/79027/728498/388324/4193/25959/26586/11145/6494/54443/676/8850/23399/7277/64151/22897/10763/339345/406984/57060/2296/91782/8451/9491/2077/4853/112574/1870/55706/4439/10904/29128/7040/650/5563/4436/9886/5314/84464/10927/57018/55835/3993/613/3320/1499/1029/55722/27443/10382/51289/1058/84962/93649/932/322/10919/3326/49856/5933/8021/3552/4172/5119/25909/29947/5579/5522/23175/27338/11183/9555/545"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",74,"74/910","8929/79792/1454/10554/9655/51311/5179/4318/2321/81545/3696/152/6505/5734/54941/2296/1991/10411/7520/3595/6692/5336/11213/4063/51284/9839/6663/7040/6019/650/4436/51804/9564/9734/94/2324/51393/2516/8741/8742/1499/7292/4920/3662/8744/25865/10626/85477/6223/2651/7020/64175/64135/55553/6092/2201/284340/93649/54674/322/9241/57498/154810/10333/4036/3066/3552/3084/5579/57057/10159/916/9555/147372"
"GO:0001775","GO:0001775","cell activation",73,"73/910","79792/9342/2064/9655/8832/408/51311/961/1675/4318/23071/6947/23303/152/9145/6402/5734/10562/117157/3614/1991/8972/960/660/7520/5336/23352/11240/401258/10461/4853/154664/4063/51284/257101/230/7040/51411/4436/9734/2294/613/3320/226/8741/1499/79895/1828/7292/3683/84466/3662/2512/8744/1265/10077/1949/240/932/22931/55619/3326/10333/84959/3685/8764/5579/6286/10493/2729/10159/22806/916"
"GO:0023057","GO:0023057","negative regulation of signaling",72,"72/910","2064/7320/9655/23532/408/10318/23098/10272/94031/5922/4318/2321/4193/9501/25959/1759/153222/152/2719/23322/79883/54941/57732/960/25769/219287/9491/11240/10461/1149/11213/5495/246330/23035/92747/150290/2887/6663/6456/7040/23334/650/5563/5314/2324/7837/8027/5527/1499/7466/4920/3662/161725/5998/6648/2201/84962/93649/2099/9241/10333/4036/3552/84959/3084/3685/4140/5579/57057/2729/916/51162"
"GO:0002252","GO:0002252","immune effector process",68,"68/910","79792/9342/9655/8832/51311/961/1675/4318/23071/6947/24138/9145/6402/5734/10562/117157/3614/54941/1991/8972/960/7520/5336/23352/11240/401258/4853/11213/154664/5495/4063/51284/257101/230/7040/51411/4436/10955/2294/613/3320/226/8741/79895/1828/7292/3683/3662/2512/1265/54476/6223/10077/64135/240/932/22931/55619/3326/163702/7456/5366/3685/6286/10493/10159/10410/6895"
"GO:0045321","GO:0045321","leukocyte activation",68,"68/910","79792/9342/2064/9655/8832/51311/961/1675/4318/23071/6947/23303/9145/6402/5734/10562/117157/3614/1991/8972/960/660/7520/5336/23352/11240/401258/10461/4853/154664/4063/51284/257101/230/7040/51411/4436/9734/2294/613/3320/226/8741/1499/79895/1828/7292/3683/3662/2512/8744/1265/10077/1949/240/932/22931/55619/3326/10333/3685/8764/5579/6286/10493/10159/22806/916"
"GO:0051094","GO:0051094","positive regulation of developmental process",61,"61/910","8929/1454/9655/9518/2321/81545/3696/152/10562/2296/10411/3845/7520/6692/84283/11213/9839/56999/6663/7040/6019/650/4436/51804/9734/94/51393/2516/8741/8742/1499/1029/10276/7292/4920/8744/25865/10626/85477/2651/7020/64175/55553/6092/2201/93649/54674/322/3326/9241/57498/3987/4036/3066/3552/3084/5579/57057/916/9555/147372"
"GO:0022402","GO:0022402","cell cycle process",58,"58/910","8929/1454/7320/79027/728498/4193/25959/26586/54443/676/8850/23399/7277/64151/22897/10763/339345/406984/57060/91782/8451/9491/4853/112574/55706/4439/7040/5563/4436/9886/5314/84464/55835/3993/3320/1499/1029/55722/27443/10382/51289/1058/84962/322/10919/3326/49856/5933/8021/3552/4172/5119/25909/29947/5579/23175/27338/9555"
"GO:0022414","GO:0022414","reproductive process",56,"56/910","249/7320/170690/408/10272/4318/5333/3172/153222/3696/152/5669/676/23399/136332/339345/2296/3845/6692/10461/55706/4439/7040/58524/6019/4436/51804/84464/114792/10927/2516/226/1499/51465/1828/4920/5972/8031/6092/93649/2099/8751/3326/9241/10049/5676/5680/4036/94027/3552/84750/29947/2706/5079/4809/6895"
"GO:0009628","GO:0009628","response to abiotic stimulus",53,"53/910","7320/408/51311/5179/114780/1258/4193/80315/6494/10893/5734/1991/3845/7520/9491/51284/6295/55706/5599/7040/80036/650/4436/23349/94/90427/51393/3320/10276/1497/1265/10294/2326/6547/84962/93649/286133/9397/3326/10049/7295/84328/3066/8021/2766/3552/5366/5579/10715/2729/6649/6507/545"
"GO:0002684","GO:0002684","positive regulation of immune system process",52,"52/910","3656/9655/8832/10318/51311/961/23098/1675/117157/54941/2296/1991/81035/660/3845/7520/9491/5336/6355/4584/11213/51284/92747/7040/4436/9564/2294/3320/8741/285852/7292/4920/3662/8744/25865/85477/6223/64135/1949/284340/2099/57115/3326/81793/10333/7456/3552/8764/5579/916/5079/10462"
"GO:0009607","GO:0009607","response to biotic stimulus",51,"51/910","79792/249/3656/10318/51311/961/5179/54499/387733/9201/24138/5734/54941/8793/1991/3595/5336/6355/11213/5495/51284/92747/5599/7040/6048/10955/84464/284110/8344/8346/613/7292/7466/3662/2326/54476/6223/10077/64135/5972/57115/8751/163702/10333/3066/7456/5366/8764/2706/10410/6895"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",49,"49/910","8929/2064/9655/8832/408/51311/10272/8361/4193/152/5734/406984/54941/10363/2296/28959/1991/8451/7138/10461/1149/11213/5495/1870/56999/6663/7040/10509/650/51804/94/2516/613/1499/7292/54476/6223/64135/55553/6092/1949/93649/3326/9241/10333/3066/84959/3084/1001"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",49,"49/910","2064/9518/4318/2321/5333/3696/8516/6949/406984/57125/2296/10411/6692/7138/1870/2001/9839/56999/7040/6019/51804/9734/8925/94/55614/5784/2324/70/2294/8742/1499/405754/4920/25865/7020/2201/284340/8751/9241/154810/4036/3066/3552/3685/5579/57057/113146/147372/51162"
"GO:0002520","GO:0002520","immune system development",48,"48/910","2064/9655/10272/4318/8361/1397/55646/54443/2719/8850/5734/2296/28959/8451/660/7520/9491/5336/10461/4853/11213/4063/257101/7040/3020/4436/51804/9734/613/8741/1499/124976/7292/4920/775/3662/8744/6547/85477/6223/4779/55553/55619/84959/84750/5579/22806/916"
"GO:0008284","GO:0008284","positive regulation of cell proliferation",47,"47/910","2064/23532/961/4318/2321/4193/6320/1397/10763/9244/406984/1991/8451/3845/3595/5813/3977/1646/6663/7040/650/5314/94/2324/2294/8741/8742/1499/149603/7292/9982/8744/25865/10294/2651/93649/2099/9241/4036/3066/3084/3685/57057/152831/916/51162/1001"
"GO:0044087","GO:0044087","regulation of cellular component biogenesis",47,"47/910","170690/29091/23300/64147/25959/54443/8850/5734/8451/10411/7520/9554/830/57451/7040/51332/256949/6048/51804/84464/94/3416/90427/2764/55835/8027/3320/1499/10382/85477/6092/84962/2099/54674/49856/10049/10333/3987/7456/85464/5366/5119/51057/57057/84299/545/83715"
"GO:0051707","GO:0051707","response to other organism",46,"46/910","79792/249/3656/10318/51311/961/5179/9201/24138/5734/54941/8793/1991/3595/5336/6355/11213/5495/51284/92747/5599/7040/6048/10955/284110/8344/8346/613/7292/3662/2326/54476/6223/10077/64135/5972/57115/163702/10333/3066/7456/5366/8764/2706/10410/6895"
"GO:0040012","GO:0040012","regulation of locomotion",44,"44/910","2064/80725/4318/2321/284217/4193/3910/1132/5734/406984/1991/6355/11240/56999/7040/10509/650/9886/9564/9734/94/2324/2294/613/8633/4920/25865/6648/2651/6092/84962/284340/93649/55619/8751/9241/154810/3552/3084/3685/51057/84299/256158/147372"
"GO:0051050","GO:0051050","positive regulation of transport",43,"43/910","79792/2064/5538/408/51311/961/4193/9501/1759/55646/2719/2645/5734/8811/10411/5336/10461/5599/7040/90427/51393/8027/613/163/7292/7466/10626/85477/64135/776/3359/322/3326/4826/3552/25924/799/3084/5366/9066/3685/9919/1001"
"GO:0044419","GO:0044419","interspecies interaction between organisms",43,"43/910","79792/6891/9074/6155/10318/9217/4193/24138/6122/11059/8850/6157/91782/8732/1991/8451/7520/23352/55706/7040/3416/163/1499/291/54476/6223/64135/1058/1949/57115/9080/9397/3326/5933/6173/8021/9755/5119/3685/8764/10410/6895/4774"
"GO:0001816","GO:0001816","cytokine production",41,"41/910","79792/10554/9655/8832/408/51311/9508/5734/10643/54941/1991/7520/3595/5336/10461/1149/11213/5495/4063/51284/7040/2324/1499/51465/7292/3662/25865/10626/54476/64135/284340/3326/81793/10333/3066/3552/3685/10159/916/147372/1001"
"GO:0019725","GO:0019725","cellular homeostasis",39,"39/910","5538/79085/408/219931/54499/23071/1258/9217/2645/5734/1991/8811/25769/5336/6355/10590/7040/155066/5314/3416/226/148867/7466/775/2512/6547/51289/8031/2099/286133/7295/84959/799/3685/65012/5579/27338/2729/79608"
"GO:0051093","GO:0051093","negative regulation of developmental process",39,"39/910","8929/2064/9655/23532/10272/8361/4193/406984/10363/2296/28959/8451/10411/3845/1870/2001/56999/6663/7040/10509/650/51804/94/2516/613/1499/7292/55553/6092/1949/93649/9241/5933/3066/84959/3084/3685/10493/1001"
"GO:0030029","GO:0030029","actin filament-based process",38,"38/910","408/25959/54443/5734/9578/4646/10411/3845/7138/830/26037/64423/7040/51332/256949/4635/9886/51804/9564/70/2764/3993/613/226/339451/775/1265/3752/55153/85477/728233/776/10049/154810/7456/85464/25924/83715"
"GO:0008285","GO:0008285","negative regulation of cell proliferation",33,"33/910","8929/2064/388324/2321/3172/25959/2719/8850/406984/8451/6692/6355/6663/7040/4692/650/8805/94/5784/5527/1499/1029/9982/4920/85477/6648/10077/7020/64175/93649/9241/163702/3552"
"GO:0044703","GO:0044703","multi-organism reproductive process",33,"33/910","7320/170690/10272/4318/152/5669/676/23399/136332/339345/2296/3845/10461/55706/7040/6019/4436/114792/10927/226/1499/51465/1828/2099/5676/5680/94027/84750/29947/2706/5079/4809/6895"
"GO:0002253","GO:0002253","activation of immune response",32,"32/910","3656/10318/51311/23098/1675/54941/81035/660/3845/7520/9491/5336/4584/11213/51284/92747/9564/3320/285852/3662/25865/64135/2099/57115/3326/81793/10333/7456/5579/916/5079/10462"
"GO:0040008","GO:0040008","regulation of growth",32,"32/910","2064/5538/9655/23532/94031/3172/6494/2719/406984/2296/343472/1991/4853/7040/4692/3020/10509/51804/9564/94/51393/1029/10276/7466/84312/93649/322/8751/9241/3084/57057/8425"
"GO:0003006","GO:0003006","developmental process involved in reproduction",32,"32/910","249/7320/408/10272/5333/3172/3696/2296/6692/10461/7040/58524/4436/51804/114792/2516/1499/51465/4920/5972/8031/6092/93649/2099/8751/3326/9241/10049/4036/3552/2706/6895"
"GO:0055114","GO:0055114","oxidation-reduction process",31,"31/910","54905/79085/6392/55349/92483/7881/66002/2645/3614/1582/6390/1646/230/1717/55967/7358/2731/650/7837/226/2326/4191/6648/64175/240/4128/7295/2766/7384/10493/6649"
"GO:0007017","GO:0007017","microtubule-based process",31,"31/910","2064/7320/728498/92749/55036/64147/23303/26586/8850/136332/7277/4646/1767/55706/6456/22989/3801/5314/55614/55835/3993/163/1499/55722/10382/1058/10579/83473/49856/5119/4140"
"GO:0030155","GO:0030155","regulation of cell adhesion",29,"29/910","2064/9655/961/10272/284217/3910/6494/10562/1991/960/7040/650/94/2294/1029/10276/7292/8744/25865/2651/1949/8751/3987/84959/3685/8764/51057/151887/916"
"GO:0032504","GO:0032504","multicellular organism reproduction",27,"27/910","7320/170690/408/10272/153222/676/23399/136332/339345/2296/10461/55706/7040/4436/114792/10927/2516/1499/51465/1828/6092/2099/94027/29947/2706/5079/6895"
"GO:0048609","GO:0048609","multicellular organismal reproductive process",27,"27/910","7320/170690/408/10272/153222/676/23399/136332/339345/2296/10461/55706/7040/4436/114792/10927/2516/1499/51465/1828/6092/2099/94027/29947/2706/5079/6895"
"GO:0002683","GO:0002683","negative regulation of immune system process",26,"26/910","2064/9655/8832/23098/10272/8361/5734/54941/28959/8451/11240/10461/11213/5495/92747/7040/2294/613/1499/7292/3662/6223/10077/10333/84959/6895"
"GO:0016049","GO:0016049","cell growth",26,"26/910","2064/5538/9655/94031/55210/3172/9201/6494/343472/9839/6456/7040/4692/3020/10509/9564/94/51393/1499/1029/10276/93649/322/8751/3084/8425"
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis",24,"24/910","23300/54443/8451/10411/57451/7040/84464/3416/90427/2764/8027/1499/85477/84962/2099/54674/49856/10333/3987/7456/5366/84299/545/83715"
"GO:0019953","GO:0019953","sexual reproduction",23,"23/910","7320/170690/10272/676/23399/136332/339345/2296/10461/55706/7040/4436/114792/10927/226/1499/51465/94027/84750/29947/5079/4809/6895"
"GO:0050900","GO:0050900","leukocyte migration",23,"23/910","8832/961/4318/2321/5669/6402/5734/8793/1991/960/3845/6355/11240/10461/7040/613/124976/3683/4920/6223/284340/3552/3685"
"GO:0040017","GO:0040017","positive regulation of locomotion",23,"23/910","4318/2321/4193/1991/6355/7040/10509/650/9564/9734/2324/2294/4920/25865/6648/2651/284340/154810/3552/3685/84299/256158/147372"
"GO:0042330","GO:0042330","taxis",23,"23/910","2064/2321/10752/1991/3845/6355/11240/2887/7040/51332/51411/10509/9564/8633/25865/6223/6092/1949/284340/9241/3053/3084/3685"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",23,"23/910","79792/2064/408/51311/4193/9501/2645/5734/10411/5599/7040/90427/7292/10626/64135/322/3326/4826/3552/25924/3084/5366/9919"
"GO:0048589","GO:0048589","developmental growth",22,"22/910","9201/406984/2296/343472/4322/9839/6663/1717/6456/7040/4692/10509/51804/51393/1499/2099/8751/9241/3084/57057/85301/6895"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",20,"20/910","2064/9655/961/10272/10562/1991/960/7040/2294/10276/7292/8744/25865/2651/1949/3987/3685/8764/151887/916"
"GO:0016458","GO:0016458","gene silencing",19,"19/910","7320/8361/406984/3181/55706/29128/7040/3020/9869/22893/55553/84962/2099/57708/3066/8021/5119/9555/6895"
"GO:0001503","GO:0001503","ossification",19,"19/910","249/10272/5179/4318/387733/9923/6320/2719/5734/2296/4322/7040/650/1499/4920/7020/2201/9241/3183"
"GO:0051051","GO:0051051","negative regulation of transport",19,"19/910","8832/51311/80725/29091/4318/152/7881/5734/1149/2887/7040/2294/613/51465/7295/10333/3084/3685/5579"
"GO:0051606","GO:0051606","detection of stimulus",19,"19/910","7320/408/114780/1258/390649/8387/26533/10893/2645/8451/6295/80036/23349/2294/120787/390445/57115/9397/10333"
"GO:0051301","GO:0051301","cell division",18,"18/910","26586/54443/64151/22897/91782/112574/7040/9886/9564/55835/3993/27443/51289/1058/3552/5119/25909/27338"
"GO:0007389","GO:0007389","pattern specification process",18,"18/910","92749/25914/55036/2719/23322/2296/57453/1767/9839/58524/650/2294/1499/4920/9241/4036/57057/10159"
