"","ID","Description","Count","GeneRatio","geneID"
"GO:0009719","GO:0009719","response to endogenous stimulus",56,"56/663","8660/80115/2264/5915/81930/57657/22933/3383/1718/109/2549/990/2099/9063/1445/79820/1395/2146/54328/30837/1036/8826/11240/11335/6041/5595/2261/5734/2887/111/552/5313/51389/249/768/2104/94027/324/8837/2719/5019/5439/1605/55885/25/151449/7314/8835/3291/80139/55818/8503/5603/8473/4848/7048"
"GO:0003008","GO:0003008","system process",53,"53/663","28983/7416/2281/3383/130507/109/9026/10699/26504/1674/483/2146/6444/2568/388551/6247/6641/63895/26686/5595/134430/7436/6326/1180/111/552/6010/28987/66002/114897/10242/1428/10396/6331/8301/8837/284/9414/152789/80149/1605/25/30820/26058/3291/1268/8877/283284/290/6505/1839/23171/23114"
"GO:0032940","GO:0032940","secretion by cell",52,"52/663","127833/79792/6572/29108/8660/5657/2281/5481/83849/340061/55327/126567/3661/115362/25797/7018/255057/11261/1374/8826/11240/5646/23332/5595/5734/111/552/353376/79971/29085/124583/114897/8190/10396/85477/247/80301/5707/10184/284/80149/5019/25/1361/1268/7855/84514/290/6505/24145/23114/27202"
"GO:0002682","GO:0002682","regulation of immune system process",51,"51/663","29108/8660/246/81628/81704/9261/340061/3383/1308/161725/3661/115362/2099/1445/1240/11240/22914/124976/6041/5595/5734/10443/9398/353376/930/29085/85477/7087/10621/5336/9684/5707/284/8357/5495/9414/80149/8350/6988/25/1361/7314/83666/1268/84524/7855/1209/7048/51043/10623/27202"
"GO:0042127","GO:0042127","regulation of cell proliferation",51,"51/663","29108/8660/2264/5915/8829/5657/56271/22933/255324/1718/6196/10294/166793/990/57332/442890/2099/1445/3486/2146/7022/10110/9289/57599/9940/2261/10443/406955/2191/30812/552/63923/85477/247/6331/324/8837/51804/2719/284/5797/25/11116/1361/80139/55109/8877/7855/1839/7048/27202"
"GO:0022414","GO:0022414","reproductive process",49,"49/663","23093/51465/81930/84750/22933/3383/1718/109/169981/2099/3010/6670/85376/10699/79820/7022/995/5890/64207/23397/25981/9289/57599/10111/30812/552/249/247/10409/94027/168391/55706/285590/51804/10184/9468/4188/151449/79989/7314/3291/55818/1268/51/101927581/7855/7048/7482/51298"
"GO:0023057","GO:0023057","negative regulation of signaling",48,"48/663","51283/29108/2264/8829/2281/3383/161725/442890/2099/11261/9063/1612/1445/3486/2146/30837/11240/602/219287/219699/80824/2261/2887/552/63923/353376/29085/10254/4100/440503/9684/324/9139/8837/5707/2719/5495/80149/1605/55885/25/4188/7314/8835/4848/1839/7048/23171"
"GO:0007155","GO:0007155","cell adhesion",47,"47/663","29108/8829/246/81704/6695/11122/3383/1308/22997/728577/23145/9080/1445/9265/23037/6247/8826/84466/22914/496/26574/9289/23332/2191/25992/63923/395/114897/8214/56147/26515/7087/324/284/4659/5797/56123/7264/1605/25/80139/55109/84524/4359/7048/51043/23114"
"GO:0051094","GO:0051094","positive regulation of developmental process",43,"43/663","127833/5915/8829/2281/22933/2549/202151/442890/3486/2146/1240/6792/8826/54471/23187/23332/7436/10443/9398/406955/30812/663/85477/247/10409/9139/285590/125170/8837/51804/29993/80149/1605/55885/25/151449/8835/80139/55109/1268/8877/7048/7482"
"GO:0051050","GO:0051050","positive regulation of transport",42,"42/663","79792/29108/8660/5481/340061/9026/3661/7018/11261/483/55741/54471/10110/23332/6041/5595/5734/55531/552/79971/930/29085/114897/10396/85477/247/6331/5336/7755/8301/125170/2719/284/80149/5019/25/1361/285605/8503/7855/23171/24145"
"GO:0022402","GO:0022402","cell cycle process",41,"41/663","1062/81930/2009/22933/255324/1718/166793/202151/990/23468/442890/51379/2146/995/3978/5890/23397/11335/26586/23332/10111/2191/84861/571/26005/79848/54784/55706/324/5707/4659/29993/5501/51112/25/11116/5983/7314/26058/150465/4848"
"GO:0001775","GO:0001775","cell activation",39,"39/663","79792/29108/8660/5657/2281/81704/340061/3383/25797/6670/1445/8826/11240/602/84466/22914/5646/5595/5734/353376/124583/114897/10396/5336/80301/5707/80149/25/1054/1268/84524/7855/84514/290/1209/7048/64343/51043/23114"
"GO:0055114","GO:0055114","oxidation-reduction process",38,"38/663","1577/216/8660/246/6649/10243/1718/1374/51780/1036/5825/84532/5191/5313/66002/51102/4329/1428/121642/247/84842/440503/4016/54784/2329/285590/29958/80777/5501/7264/7314/10478/3291/55818/1268/51/23171/2110"
"GO:0002252","GO:0002252","immune effector process",38,"38/663","79792/29108/5657/340061/3383/3661/25797/10379/8826/11240/602/22914/5646/6041/5595/5734/353376/930/124583/10396/10621/5336/80301/5707/284/5495/80149/25/1054/1361/83666/7855/84514/290/51043/10623/23114/27202"
"GO:0051241","GO:0051241","negative regulation of multicellular organismal process",38,"38/663","29108/5915/8829/2281/6695/22933/3661/202151/442890/10743/1445/54328/1240/602/9289/5734/10443/2191/30812/552/63923/114897/9139/51804/284/5495/9414/5797/80149/6988/1361/7314/8835/84524/1716/7048/51043/27202"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",37,"37/663","2264/8829/255324/2549/6670/26504/30837/6247/602/23187/9289/219699/23332/5595/406955/2191/30812/79971/9990/8837/51804/284/5797/80149/6988/1605/25/151449/55109/8877/7855/4848/283284/290/7048/23114/7482"
"GO:0045321","GO:0045321","leukocyte activation",36,"36/663","79792/29108/8660/5657/2281/81704/340061/3383/25797/6670/1445/8826/11240/602/22914/5646/5734/353376/124583/10396/5336/80301/5707/80149/25/1054/1268/84524/7855/84514/290/1209/7048/64343/51043/23114"
"GO:0040012","GO:0040012","regulation of locomotion",36,"36/663","29108/8660/8829/56271/81704/3383/2549/442890/3486/54328/221178/1240/8826/11240/22914/9289/23332/5595/5734/406955/63923/29085/10396/247/324/284/5797/80149/1605/25/11116/80139/8877/1839/7048/27202"
"GO:0009628","GO:0009628","response to abiotic stimulus",35,"35/663","2115/5481/22933/6649/9261/3383/10294/11261/6247/602/5890/63895/8863/5595/5734/27344/6326/552/6010/571/5313/768/9683/9990/55706/8837/5707/5501/1605/1361/7314/3291/5603/7048/10988"
"GO:0002520","GO:0002520","immune system development",34,"34/663","5657/2009/84750/9119/6670/602/124976/5595/5734/10443/9398/85477/54977/115727/5336/8301/51804/5707/2719/284/8357/9414/8350/6988/25/1054/7314/84524/7855/1209/7048/64343/51043/7482"
"GO:0002684","GO:0002684","positive regulation of immune system process",33,"33/663","29108/8660/81704/9261/340061/3383/3661/115362/2099/1445/1240/22914/5595/10443/9398/353376/930/29085/85477/10621/5336/9684/5707/80149/25/1361/7314/83666/1268/7855/7048/10623/27202"
"GO:0044703","GO:0044703","multi-organism reproductive process",32,"32/663","23093/51465/81930/84750/22933/109/169981/2099/3010/6670/85376/10699/79820/995/25981/57599/30812/552/94027/168391/55706/285590/10184/9468/79989/7314/3291/55818/1268/51/7048/51298"
"GO:0001816","GO:0001816","cytokine production",32,"32/663","79792/29108/51465/9261/340061/3661/115362/1445/1240/8826/602/22914/9289/5595/5734/353376/247/10621/5336/284/5495/80149/25/1054/7314/8877/5603/7855/64343/24145/10623/27202"
"GO:0009607","GO:0009607","response to biotic stimulus",32,"32/663","79792/29108/5657/22933/9261/340061/3383/3661/1267/10379/54499/602/22914/496/5646/6041/5595/5734/353376/249/10621/5336/4016/5495/80149/25/83666/1439/1268/57048/7855/10623"
"GO:0003006","GO:0003006","developmental process involved in reproduction",31,"31/663","23093/51465/81930/22933/3383/1718/2099/6670/85376/79820/7022/64207/25981/9289/57599/30812/249/247/10409/168391/51804/10184/9468/4188/151449/79989/7314/55818/101927581/7855/7482"
"GO:0051707","GO:0051707","response to other organism",31,"31/663","79792/29108/5657/22933/9261/340061/3383/3661/1267/10379/602/22914/496/5646/6041/5595/5734/353376/249/10621/5336/4016/5495/80149/25/83666/1439/1268/57048/7855/10623"
"GO:0019725","GO:0019725","cellular homeostasis",30,"30/663","10190/1182/8660/2281/3383/7018/2099/11261/54499/65012/483/10590/496/5595/5734/111/552/930/29085/114897/9990/5336/5019/25/5983/1361/7314/51061/9498/27202"
"GO:0044087","GO:0044087","regulation of cellular component biogenesis",29,"29/663","29108/80115/8829/246/22933/3383/9026/115362/2099/79574/344022/8408/8826/23187/23332/5734/142891/395/85477/324/285590/125170/51804/51112/1605/25/7855/85464/4848"
"GO:0044419","GO:0044419","interspecies interaction between organisms",29,"29/663","79792/57583/7416/5481/340061/3383/9755/3661/23468/9080/8408/55697/995/57599/6041/5595/10111/2993/7329/2958/55706/8837/80149/5439/1605/7314/2224/290/64343"
"GO:0008284","GO:0008284","positive regulation of cell proliferation",28,"28/663","29108/8660/2264/5915/8829/5657/255324/10294/990/57332/2099/9289/57599/2261/10443/406955/30812/552/6331/8837/25/11116/80139/55109/8877/1839/7048/27202"
"GO:0007017","GO:0007017","microtubule-based process",28,"28/663","1062/23093/81930/2009/202151/23046/1267/11261/84617/27148/26586/25981/23187/23332/26005/256714/57701/25897/55706/324/4659/1605/25/11116/79989/7314/150465/4135"
"GO:0051093","GO:0051093","negative regulation of developmental process",28,"28/663","5915/8829/6695/22933/202151/10743/2146/54328/9289/23332/2261/10443/30812/63923/9139/8837/51804/1071/9414/5797/6988/25/1361/8835/84524/1716/7048/51043"
"GO:0030029","GO:0030029","actin filament-based process",27,"27/663","29108/80115/8829/246/3383/9026/2549/79574/1674/23332/5734/8572/395/29085/79983/85477/6331/54784/285590/8837/51804/29993/25/22998/85464/283284/23171"
"GO:0019953","GO:0019953","sexual reproduction",26,"26/663","23093/51465/81930/84750/22933/109/169981/3010/85376/79820/995/25981/57599/30812/552/94027/168391/55706/10184/9468/79989/7314/55818/1268/51/51298"
"GO:0032504","GO:0032504","multicellular organism reproduction",26,"26/663","23093/51465/81930/22933/169981/2099/3010/6670/85376/79820/995/25981/57599/30812/552/94027/168391/55706/285590/9468/79989/7314/55818/1268/51/51298"
"GO:0048609","GO:0048609","multicellular organismal reproductive process",26,"26/663","23093/51465/81930/22933/169981/2099/3010/6670/85376/79820/995/25981/57599/30812/552/94027/168391/55706/285590/9468/79989/7314/55818/1268/51/51298"
"GO:0040008","GO:0040008","regulation of growth",25,"25/663","127833/8829/6695/10743/51379/3486/30837/6792/10110/2261/134430/552/247/10409/203245/285590/51804/2719/25/11116/8835/8877/150465/1839/7048"
"GO:0048589","GO:0048589","developmental growth",23,"23/663","127833/5915/8829/6668/2099/10743/8408/2146/6792/8826/57599/2261/134430/10409/285590/8837/51804/1605/25/26058/8835/150465/7048"
"GO:0040017","GO:0040017","positive regulation of locomotion",22,"22/663","29108/8660/8829/81704/3383/2549/1240/8826/23332/5595/406955/29085/10396/324/284/80149/25/11116/80139/8877/1839/7048"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",22,"22/663","79792/29108/8660/5481/340061/3661/11261/55741/54471/5595/5734/55531/79971/29085/247/125170/80149/5019/25/285605/7855/24145"
"GO:0030155","GO:0030155","regulation of cell adhesion",22,"22/663","29108/8829/246/81704/6695/3383/1445/9265/8826/22914/9289/23332/395/114897/284/4659/1605/25/80139/84524/7048/51043"
"GO:0008285","GO:0008285","negative regulation of cell proliferation",21,"21/663","5915/22933/1718/6196/166793/990/442890/1445/3486/9289/9940/2191/63923/85477/247/324/2719/5797/1361/7855/7048"
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis",20,"20/663","29108/80115/8829/246/3383/9026/115362/2099/79574/8408/8826/23187/23332/85477/324/285590/125170/1605/25/4848"
"GO:0002253","GO:0002253","activation of immune response",19,"19/663","29108/9261/340061/3661/2099/1445/22914/5595/353376/930/29085/5336/9684/5707/80149/25/1361/7314/27202"
"GO:0002683","GO:0002683","negative regulation of immune system process",19,"19/663","246/81628/3661/11240/22914/5734/10443/353376/29085/9684/284/5495/9414/80149/6988/1268/84524/51043/27202"
"GO:0016049","GO:0016049","cell growth",19,"19/663","127833/8829/6695/51379/8408/3486/6792/8826/10110/134430/552/203245/25/11116/8835/8877/150465/1839/7048"
"GO:0042330","GO:0042330","taxis",19,"19/663","8660/8829/2115/2549/1240/11240/22914/1238/219699/5595/7436/2887/284/5797/1605/151449/1839/23114/27202"
"GO:0051051","GO:0051051","negative regulation of transport",18,"18/663","8660/51465/5657/2281/3383/255057/11261/1445/5734/161253/2887/8301/284/29993/80149/1268/55917/27202"
"GO:0050673","GO:0050673","epithelial cell proliferation",17,"17/663","8829/255324/442890/2099/3486/57599/2191/6331/26298/8837/51804/2719/5797/1361/80139/55109/27202"
"GO:0051301","GO:0051301","cell division",16,"16/663","1062/22933/990/995/3978/23397/26574/26586/23332/84861/7329/79848/54784/324/29993/5501"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",16,"16/663","29108/7416/51715/22933/1612/8408/5595/55255/10254/80149/25/7314/9140/7855/84749/129303"
"GO:1903829","GO:1903829","positive regulation of cellular protein localization",15,"15/663","340061/11261/55741/8826/54471/57628/55531/324/125170/80149/51112/83666/285605/7855/23171"
"GO:0050900","GO:0050900","leukocyte migration",14,"14/663","29108/5657/81704/3383/483/1240/11240/22914/124976/5595/5734/2993/284/27202"
"GO:0007059","GO:0007059","chromosome segregation",14,"14/663","1062/81930/56271/22933/990/23397/23332/84861/7329/55706/324/5501/51112/150465"
"GO:0001503","GO:0001503","ossification",14,"14/663","246/202151/6670/9063/3486/5595/2261/5734/5191/30812/63923/249/285590/2719"
"GO:0040013","GO:0040013","negative regulation of locomotion",14,"14/663","8829/442890/3486/54328/11240/22914/9289/23332/5734/63923/247/5797/1605/27202"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",14,"14/663","29108/8829/246/81704/3383/1445/9265/8826/22914/9289/284/1605/25/7048"
"GO:0016458","GO:0016458","gene silencing",13,"13/663","22933/442890/2099/406955/144233/55706/8357/80149/8350/5439/26058/10943/4848"
"GO:0050817","GO:0050817","coagulation",13,"13/663","5657/81704/57572/23468/23348/5890/5595/2191/114897/5336/8357/8350/1361"
"GO:0043900","GO:0043900","regulation of multi-organism process",13,"13/663","29108/5481/22933/340061/3661/6041/5595/10184/5495/80149/5439/83666/1268"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",12,"12/663","8829/64412/2099/30812/51804/2719/1605/25/151449/7855/7048/7482"
"GO:0007389","GO:0007389","pattern specification process",12,"12/663","8829/344022/9289/79971/26005/10409/324/2719/4188/7855/7048/7482"
"GO:0090130","GO:0090130","tissue migration",12,"12/663","8829/442890/6273/5646/23332/2191/284/5797/80149/25/1839/7048"
"GO:0006457","GO:0006457","protein folding",11,"11/663","51035/2281/5481/84750/10294/1676/51645/25822/7314/51061/8877"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",11,"11/663","23093/51465/81930/22933/85376/79820/25981/168391/79989/7314/55818"
"GO:0048871","GO:0048871","multicellular organismal homeostasis",11,"11/663","109/7018/1445/134430/111/271/6010/66002/7314/26058/1268"
"GO:0051091","GO:0051091","positive regulation of DNA binding transcription factor activity",11,"11/663","29108/3383/2099/27148/9175/51389/2958/8837/1054/7314/8877"
"GO:0045927","GO:0045927","positive regulation of growth",10,"10/663","127833/8829/6792/552/10409/285590/11116/8877/1839/7048"
"GO:0035637","GO:0035637","multicellular organismal signaling",10,"10/663","2281/10699/483/6326/1180/552/10242/6331/30820/23114"
"GO:0051235","GO:0051235","maintenance of location",10,"10/663","2281/602/930/85477/440503/5336/80149/1605/25/4188"
"GO:0070085","GO:0070085","glycosylation",9,"9/663","374378/51465/84750/11261/2525/168391/83548/1605/8473"
"GO:0045926","GO:0045926","negative regulation of growth",9,"9/663","8829/10743/51379/2261/247/203245/2719/8835/7048"
"GO:0031424","GO:0031424","keratinization",9,"9/663","3881/3853/9119/3883/100533177/387267/387264/3889/3892"
"GO:0007568","GO:0007568","aging",9,"9/663","3383/1267/51389/8301/1605/25/1268/7048/3889"
"GO:0043433","GO:0043433","negative regulation of DNA binding transcription factor activity",9,"9/663","29108/2099/11261/2146/1240/9684/80149/4188/1054"
"GO:0051606","GO:0051606","detection of stimulus",9,"9/663","6247/57599/63895/26686/6010/10242/5983/7314/10988"
"GO:0070661","GO:0070661","leukocyte proliferation",8,"8/663","29108/8660/2281/81704/406955/25/7048/64343"
"GO:0044706","GO:0044706","multi-multicellular organism process",8,"8/663","2099/6670/10699/552/285590/3291/1268/7048"
"GO:0021700","GO:0021700","developmental maturation",8,"8/663","22933/79820/2261/30812/8301/1605/7855/23114"
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization",8,"8/663","51465/2281/11261/1445/5734/284/80149/27202"
"GO:0042445","GO:0042445","hormone metabolic process",7,"7/663","216/2099/10699/27344/64377/1428/3291"
"GO:0000075","GO:0000075","cell cycle checkpoint",7,"7/663","990/995/84861/324/7314/26058/4848"
"GO:0007272","GO:0007272","ensheathment of neurons",7,"7/663","5915/22933/5453/6326/1605/4359/23114"
"GO:0008037","GO:0008037","cell recognition",7,"7/663","8829/81704/79820/84466/63923/2525/1268"
"GO:0071804","GO:0071804","cellular potassium ion transport",7,"7/663","57657/483/496/57628/10242/9990/30820"
"GO:0009566","GO:0009566","fertilization",7,"7/663","23093/84750/109/85376/79820/57599/10184"
"GO:0051321","GO:0051321","meiotic cell cycle",7,"7/663","81930/22933/5890/23397/10111/55706/7314"
"GO:1903046","GO:1903046","meiotic cell cycle process",7,"7/663","81930/22933/5890/23397/10111/55706/7314"
"GO:0035264","GO:0035264","multicellular organism growth",7,"7/663","5915/6668/10743/57599/285590/26058/8835"
"GO:0007611","GO:0007611","learning or memory",6,"6/663","7416/109/7436/10396/8301/1268"
"GO:0033002","GO:0033002","muscle cell proliferation",6,"6/663","3486/84466/8837/284/1839/7048"
"GO:0022406","GO:0022406","membrane docking",6,"6/663","3383/11261/23332/203062/26005/11116"
"GO:0097194","GO:0097194","execution phase of apoptosis",6,"6/663","22933/1676/2191/324/8837/80149"
"GO:0007623","GO:0007623","circadian rhythm",6,"6/663","10743/1374/2146/8863/5501/8473"
"GO:0032259","GO:0032259","methylation",5,"5/663","2146/144233/275/55818/8473"
"GO:0070988","GO:0070988","demethylation",5,"5/663","1577/51780/121642/54784/55818"
"GO:0019882","GO:0019882","antigen processing and presentation",5,"5/663","1062/29108/81930/3383/5707"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",5,"5/663","81704/55327/9265/23332/10090"
"GO:0035265","GO:0035265","organ growth",5,"5/663","5915/2099/2261/10409/7048"
"GO:0098727","GO:0098727","maintenance of cell number",5,"5/663","84750/2146/5439/55818/4848"
"GO:0043902","GO:0043902","positive regulation of multi-organism process",5,"5/663","5481/22933/5595/10184/5439"
"GO:0043901","GO:0043901","negative regulation of multi-organism process",5,"5/663","22933/3661/6041/5495/80149"
"GO:1903828","GO:1903828","negative regulation of cellular protein localization",5,"5/663","51465/11261/1445/8301/284"
"GO:0031503","GO:0031503","protein-containing complex localization",5,"5/663","10243/51634/2733/55706/79989"
"GO:0007269","GO:0007269","neurotransmitter secretion",5,"5/663","127833/6572/83849/55327/126567"
"GO:0001776","GO:0001776","leukocyte homeostasis",4,"4/663","81628/124976/25/84524"
"GO:0007631","GO:0007631","feeding behavior",4,"4/663","130507/1374/26058/1268"
"GO:2000241","GO:2000241","regulation of reproductive process",4,"4/663","22933/2099/10184/1268"
"GO:0009791","GO:0009791","post-embryonic development",4,"4/663","27148/25/26058/7855"
"GO:0019827","GO:0019827","stem cell population maintenance",4,"4/663","84750/5439/55818/4848"
"GO:0032922","GO:0032922","circadian regulation of gene expression",4,"4/663","10743/8863/5501/8473"
"GO:1905954","GO:1905954","positive regulation of lipid localization",4,"4/663","114897/10396/440503/80149"
"GO:0032963","GO:0032963","collagen metabolic process",3,"3/663","5657/57332/2191"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",3,"3/663","3383/22914/1054"
"GO:0002262","GO:0002262","myeloid cell homeostasis",3,"3/663","6670/54977/1054"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",3,"3/663","5595/284/7855"
"GO:0007626","GO:0007626","locomotory behavior",3,"3/663","1267/111/26058"
"GO:0010463","GO:0010463","mesenchymal cell proliferation",3,"3/663","8660/2719/7048"
"GO:0033687","GO:0033687","osteoblast proliferation",3,"3/663","30812/63923/25"
"GO:0048144","GO:0048144","fibroblast proliferation",3,"3/663","990/2099/8877"
"GO:0061351","GO:0061351","neural precursor cell proliferation",3,"3/663","2009/22933/9289"
"GO:0072089","GO:0072089","stem cell proliferation",3,"3/663","2009/10443/7482"
"GO:0051651","GO:0051651","maintenance of location in cell",3,"3/663","602/85477/1605"
"GO:0007586","GO:0007586","digestion",3,"3/663","9026/5646/9414"
"GO:0042303","GO:0042303","molting cycle",3,"3/663","79574/94234/3889"
"GO:0031128","GO:0031128","developmental induction",3,"3/663","30812/7855/7482"
"GO:1900047","GO:1900047","negative regulation of hemostasis",3,"3/663","2191/114897/1361"
"GO:0042752","GO:0042752","regulation of circadian rhythm",3,"3/663","2146/8863/5501"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",3,"3/663","1445/7436/1071"
"GO:1900046","GO:1900046","regulation of hemostasis",3,"3/663","2191/114897/1361"
"GO:0072376","GO:0072376","protein activation cascade",3,"3/663","930/1361/27202"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis",3,"3/663","127833/83849/126567"
"GO:0031341","GO:0031341","regulation of cell killing",2,"2/663","3383/22914"
"GO:0031294","GO:0031294","lymphocyte costimulation",2,"2/663","1445/22914"
"GO:0007635","GO:0007635","chemosensory behavior",2,"2/663","130507/109"
"GO:0030534","GO:0030534","adult behavior",2,"2/663","1267/26058"
"GO:0050795","GO:0050795","regulation of behavior",2,"2/663","8863/1268"
"GO:0051705","GO:0051705","multi-organism behavior",2,"2/663","130507/552"
"GO:0072111","GO:0072111","cell proliferation involved in kidney development",2,"2/663","8837/2719"
"GO:0006949","GO:0006949","syncytium formation",2,"2/663","8837/6988"
"GO:0019835","GO:0019835","cytolysis",2,"2/663","79792/7264"
"GO:0045103","GO:0045103","intermediate filament-based process",2,"2/663","3853/1674"
"GO:1990748","GO:1990748","cellular detoxification",2,"2/663","6649/51780"
"GO:2000243","GO:2000243","positive regulation of reproductive process",2,"2/663","22933/10184"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",2,"2/663","115362/80149"
"GO:0007585","GO:0007585","respiratory gaseous exchange",2,"2/663","6526/1439"
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance",2,"2/663","1445/7436"
"GO:0060384","GO:0060384","innervation",2,"2/663","8829/200933"
"GO:0034260","GO:0034260","negative regulation of GTPase activity",2,"2/663","8826/22914"
"GO:0098900","GO:0098900","regulation of action potential",2,"2/663","6331/1268"
"GO:0014823","GO:0014823","response to activity",2,"2/663","84808/5019"
"GO:0014854","GO:0014854","response to inactivity",2,"2/663","6331/1605"
"GO:0014874","GO:0014874","response to stimulus involved in regulation of muscle adaptation",2,"2/663","6331/1605"
"GO:0043500","GO:0043500","muscle adaptation",2,"2/663","2146/8837"
"GO:0043627","GO:0043627","response to estrogen",2,"2/663","2099/7048"
"GO:0051775","GO:0051775","response to redox state",2,"2/663","2281/22933"
"GO:1902579","GO:1902579","multi-organism localization",2,"2/663","55706/7314"
"GO:0042440","GO:0042440","pigment metabolic process",1,"1/663","54977"
"GO:0031343","GO:0031343","positive regulation of cell killing",1,"1/663","22914"
"GO:0002507","GO:0002507","tolerance induction",1,"1/663","7048"
"GO:0002209","GO:0002209","behavioral defense response",1,"1/663","7416"
"GO:0007622","GO:0007622","rhythmic behavior",1,"1/663","8863"
"GO:0007625","GO:0007625","grooming behavior",1,"1/663","552"
"GO:0007638","GO:0007638","mechanosensory behavior",1,"1/663","2115"
"GO:0019098","GO:0019098","reproductive behavior",1,"1/663","552"
"GO:0035988","GO:0035988","chondrocyte proliferation",1,"1/663","2261"
"GO:0051450","GO:0051450","myoblast proliferation",1,"1/663","442890"
"GO:0097360","GO:0097360","chorionic trophoblast cell proliferation",1,"1/663","7855"
"GO:0006903","GO:0006903","vesicle targeting",1,"1/663","23332"
"GO:0016037","GO:0016037","light absorption",1,"1/663","6010"
"GO:0044764","GO:0044764","multi-organism cellular process",1,"1/663","3661"
"GO:0060242","GO:0060242","contact inhibition",1,"1/663","2191"
"GO:0007340","GO:0007340","acrosome reaction",1,"1/663","109"
"GO:0007566","GO:0007566","embryo implantation",1,"1/663","7048"
"GO:0022602","GO:0022602","ovulation cycle process",1,"1/663","2099"
"GO:0035036","GO:0035036","sperm-egg recognition",1,"1/663","79820"
"GO:0044406","GO:0044406","adhesion of symbiont to host",1,"1/663","3383"
"GO:0002021","GO:0002021","response to dietary excess",1,"1/663","27344"
"GO:0022404","GO:0022404","molting cycle process",1,"1/663","94234"
"GO:0030431","GO:0030431","sleep",1,"1/663","8863"
"GO:0033555","GO:0033555","multicellular organismal response to stress",1,"1/663","7416"
"GO:0045494","GO:0045494","photoreceptor cell maintenance",1,"1/663","6010"
"GO:0048771","GO:0048771","tissue remodeling",1,"1/663","1445"
"GO:0050879","GO:0050879","multicellular organismal movement",1,"1/663","26058"
"GO:0071827","GO:0071827","plasma lipoprotein particle organization",1,"1/663","1071"
"GO:0097242","GO:0097242","amyloid-beta clearance",1,"1/663","8301"
"GO:0048532","GO:0048532","anatomical structure arrangement",1,"1/663","8829"
"GO:0052192","GO:0052192","movement in environment of other organism involved in symbiotic interaction",1,"1/663","5481"
"GO:0048066","GO:0048066","developmental pigmentation",1,"1/663","124976"
"GO:0042698","GO:0042698","ovulation cycle",1,"1/663","2099"
"GO:0045760","GO:0045760","positive regulation of action potential",1,"1/663","6331"
"GO:0060301","GO:0060301","positive regulation of cytokine activity",1,"1/663","8829"
"GO:1900048","GO:1900048","positive regulation of hemostasis",1,"1/663","1361"
"GO:0045759","GO:0045759","negative regulation of action potential",1,"1/663","1268"
"GO:0051918","GO:0051918","negative regulation of fibrinolysis",1,"1/663","1361"
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation",1,"1/663","25"
"GO:1905953","GO:1905953","negative regulation of lipid localization",1,"1/663","8660"
"GO:0048070","GO:0048070","regulation of developmental pigmentation",1,"1/663","124976"
"GO:0061842","GO:0061842","microtubule organizing center localization",1,"1/663","55706"
"GO:0051703","GO:0051703","intraspecies interaction between organisms",1,"1/663","552"
"GO:0019954","GO:0019954","asexual reproduction",0,"0/663",""
"GO:0032505","GO:0032505","reproduction of a single-celled organism",0,"0/663",""
"GO:0061887","GO:0061887","reproduction of symbiont in host",0,"0/663",""
"GO:0019748","GO:0019748","secondary metabolic process",0,"0/663",""
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/663",""
"GO:0045730","GO:0045730","respiratory burst",0,"0/663",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/663",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/663",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/663",""
"GO:1990845","GO:1990845","adaptive thermogenesis",0,"0/663",""
"GO:0031342","GO:0031342","negative regulation of cell killing",0,"0/663",""
"GO:0031640","GO:0031640","killing of cells of other organism",0,"0/663",""
"GO:0097278","GO:0097278","complement-dependent cytotoxicity",0,"0/663",""
"GO:0002200","GO:0002200","somatic diversification of immune receptors",0,"0/663",""
"GO:0002339","GO:0002339","B cell selection",0,"0/663",""
"GO:0002404","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue",0,"0/663",""
"GO:0035172","GO:0035172","hemocyte proliferation",0,"0/663",""
"GO:0042386","GO:0042386","hemocyte differentiation",0,"0/663",""
"GO:0045058","GO:0045058","T cell selection",0,"0/663",""
"GO:0090713","GO:0090713","immunological memory process",0,"0/663",""
"GO:0006792","GO:0006792","regulation of sulfur utilization",0,"0/663",""
"GO:0045882","GO:0045882","negative regulation of sulfur utilization",0,"0/663",""
